Labels,Title_Abstract
"['Organic Chemistry', 'Polymers and Plastics', 'Inorganic Chemistry', 'Materials Chemistry']","Origins of Electrostriction in Poly(vinylidene fluoride)-Based Ferroelectric Polymers  2020 American Chemical Society.Although electrostriction is ubiquitous for dielectric polymers, giant electrostriction has not been observed until relaxor ferroelectric (RFE) poly(vinylidene fluoride) (PVDF)-based polymers are achieved. However, the exact origin for giant electrostriction in these polymers has not been fully understood. By studying the electrostriction in the uniaxially stretched films of a ferroelectric poly(VDF-co-trifluoroethylene) [P(VDF-TrFE)] random copolymer and an RFE poly(VDF-co-TrFE-co-chlorotrifluoroethylene) [P(VDF-TrFE-CTFE)] random terpolymer in this work, we confirmed that ferroelectric switching with large hysteresis, such as in the case of P(VDF-TrFE), was not genuine electrostriction. By decreasing large ferroelectric domains to the nanometer scale (i.e., 2-3 nm), such as in the case of the P(VDF-TrFE-CTFE) terpolymer, electrostriction with low hysteresis could be achieved. Two origins of the large electrostriction in these polymers were identified. The first was the mechano-electrostriction due to the poling field-induced conformation transformation of oriented polymer chains. The second was the electric repulsion of electrically aligned nanodomains. These effects could occur in both crystals and the oriented amorphous fraction, which links between the nanocrystals and the isotropic amorphous fraction. When the poling field was relatively low (e.g., <40 MV/m), the mechano-electrostriction was the major contribution and the electric repulsion effect was a minor contribution to electrostriction. Meanwhile, a strong temperature dependence of the low-field electrostriction coefficient was observed. Finally, we found an empirical inverse relationship between the electrostriction coefficient and the product of Young's modulus and dielectric constant. The knowledge obtained from this study provides an insightful understanding of the electrostriction mechanism in PVDF-based electroactive polymers, which will find potential applications in sensors and actuators for wearable electronics and soft robotics."
"['Computational Mechanics', 'Modeling and Simulation', 'Fluid Flow and Transfer Processes']","Spectral proper orthogonal decomposition analysis of the turbulent wake of a disk at Re = 50 000 SPECTRAL PROPER ORTHOGONAL DECOMPOSITION ... S. NIDHAN et al.  2020 American Physical Society.The coherent structures in the turbulent wake of a disk at a moderately high Reynolds number (Re) of 50000 are examined using spectral proper orthogonal decomposition (SPOD) which considers all three velocity components in a numerical database. The SPOD eigenvalues at a given streamwise (x) location are functions of azimuthal wave number (m), frequency (St), and SPOD index (n). By x/D=10, two specific modes dominate the fluctuation energy: (i) the vortex shedding (VS) mode with m=1,St=0.135,n=1, and (ii) the double helix (DH) mode with m=2,St→0,n=1. The VS mode is more energetic than the DH mode in the near wake but, in the far wake, it is the DH mode which is dominant. The DH mode, when scaled with local turbulent velocity and length scales, shows self-similarity in eigenvalues and eigenmodes while the VS mode, which is a global mode, does not exhibit strict self-similarity. Modes m=0, 3, and 4, although subdominant, also make a significant net contribution to the fluctuation energy, and their eigenspectra are evaluated. The reconstruction of turbulent kinetic energy (TKE) and Reynolds shear stress, (ux′ur′), is evaluated by varying (m,St,n) combinations. Higher SPOD modes contribute significantly to the TKE, especially near the centerline. In contrast, reconstruction of (ux′ur′) requires far fewer modes: |m|≤4, |St|≤1, and n≤3. Among azimuthal modes, m=1 and 2 are the leading contributors to both TKE and (ux′ur′). While m=1 captures the slope of the shear-stress profile near the centerline, m=2 is important to capture (ux′ur′) at and near its peak. SPOD is also performed in the vicinity of the disk to describe the modal transition to the principal contributors in the wake. The leading SPOD modes show a high-frequency shear-layer peak close to the disk and the vortex shedding mode commences its initial dominance of the wake at the end of the recirculation region."
['Organic Chemistry'],"Generation of (: Z)-β-alkenyl alkylsulfones via a copper-catalyzed decarboxylative alkylsulfonylation  2020 the Partner Organisations.A copper-catalyzed three-component reaction of N-tosyl acrylamides, 1,4-diazabicyclo[2.2.2]octane-sulfur dioxide and phenyliodine(iii) dicarboxylates is developed. This transformation using phenyliodine(iii) dicarboxylates as alkyl radical precursors and N-tosyl amidyl as the weakly coordinating directing group provides diverse (Z)-β-alkenyl alkylsulfones in moderate to good yields through direct C(sp2)-H alkylsulfonylation. This decarboxylative alkylsulfonylation from sulfur dioxide under copper catalysis proceeds efficiently, and the weak nitrogen coordination provides excellent regio- A nd stereoselectivities. Moreover, the synthetic practicability of this transformation is demonstrated through a gram-scale synthesis. A plausible radical participating mechanism through weak-coordinating-group-oriented direct C(sp2)-H alkylsulfonylation is proposed."
"['Renewable Energy, Sustainability and the Environment', 'Environmental Science (all)', 'Strategy and Management', 'Industrial and Manufacturing Engineering']","Nanofibrillation and characterization of sugarcane bagasse agro-waste using water-based steam explosion and high-pressure homogenization  2020 Elsevier LtdSugarcane bagasse waste, consisting of approximately 40–50% cellulose, has been widely used in a number of industries. The extraction and defibrillation of nanometer-scale cellulose fibers from such waste using strong chemical solutions have been extensively investigated. However, the using of strong chemical solutions can cause adverse effects to the fibers as well as negatively affect the environment. Some evidence has shown that mechanical treatments, such as steam explosion and high-pressure homogenization, are environmentally friendly when compared with chemical treatment techniques. This work aimed to isolate the cellulose nanofibers from sugarcane bagasse waste using steam explosion pretreatment at various temperatures (195, 200, 205, and 210 °C) and durations (5, 10, and 15 min) before passing through a microfluidizer within 12 passes of 200 mL cellulose suspension. The mean separation analysis using Duncan's Multiple Range test showed that higher temperatures significantly improved the efficiency of non-cellulosic substances reduction, as evidenced by an increment of whiteness index (81.39–90.02), thermal degradation temperature (313.92–326.34 °C) and crystallinity index (74.27–81.42%). The obtained cellulose nanofibers exhibited very fine diameter within the range of 3–7 nm, had a high cellulose content (92.74 ± 0.14%) and a low density (0.8989 g/cm3). The obtained cellulose nanofibers could be applied in various fields such as medical, cosmetic, food packaging, and electronic device applications."
"['Pharmacology', 'Biological Psychiatry']","Mitochondria and immunity in chronic fatigue syndrome  2020It is widely accepted that the pathophysiology and treatment of myalgic encephalomyelitis/chronic fatigue syndrome (ME/CFS) could be considerably improved. The heterogeneity of ME/CFS and the confusion over its classification have undoubtedly contributed to this, although this would seem a consequence of the complexity of the array of ME/CFS presentations and high levels of diverse comorbidities. This article reviews the biological underpinnings of ME/CFS presentations, including the interacting roles of the gut microbiome/permeability, endogenous opioidergic system, immune cell mitochondria, autonomic nervous system, microRNA-155, viral infection/re-awakening and leptin as well as melatonin and the circadian rhythm. This details not only relevant pathophysiological processes and treatment options, but also highlights future research directions. Due to the complexity of interacting systems in ME/CFS pathophysiology, clarification as to its biological underpinnings is likely to considerably contribute to the understanding and treatment of other complex and poorly managed conditions, including fibromyalgia, depression, migraine, and dementia. The gut and immune cell mitochondria are proposed to be two important hubs that interact with the circadian rhythm in driving ME/CFS pathophysiology."
['Medicine (all)'],"Effects of pursed-lip breathing and forward trunk lean postures on total and compartmental lung volumes and ventilation in patients with mild to moderate chronic obstructive pulmonary disease: An observational study  2020 the Authors. Published by Wolters Kluwer Health, Inc.This study identified the effects of pursed-lip breathing (PLB), forward trunk lean posture (FTLP), and combined PLB and FTLP on total and compartmental lung volumes, and ventilation in patients with chronic obstructive pulmonary disease (COPD). Sixteen patients with mild to moderate COPD performed 2 breathing patterns of quiet breathing (QB) and PLB during FTLP and upright posture (UP). The total and compartmental lung volumes and ventilation of these 4 tasks (QB-UP, PLB-UP, QB-FTLP, PLB-FTLP) were evaluated using optoelectronic plethysmography. Two-way repeated measures ANOVA was used to identify the effect of PLB, FTLP, and combined strategies on total and compartmental lung volumes and ventilation. End-expiratory lung volume of ribcage compartment was significantly lower in PLB-UP than QB-UP and those with FTLP (P < .05). End-inspiratory lung volume (EILV) and end-inspiratory lung volume of ribcage compartment were significantly greater during PLB-FTLP and PLB-UP than those of QB (P < .05). PLB significantly and positively changed end-expiratory lung volume of abdominal compartment (EELVAB) end-expiratory lung volume, EILVAB, tidal volume of pulmonary ribcage, tidal volume of abdomen, and ventilation than QB (P < .05). UP significantly increased tidal volume of pulmonary ribcage, tidal volume of abdomen, and ventilation and decreased EELVAB, end-expiratory lung volume, and EILVAB than FTLP (P < .05). In conclusion, combined PLB with UP or FTLP demonstrates a positive change in total and compartmental lung volumes in patients with mild to moderate COPD."
"['Biochemistry, Genetics and Molecular Biology (all)']","Dark Matter of Primate Genomes: Satellite DNA Repeats and Their Evolutionary Dynamics A substantial portion of the primate genome is composed of non-coding regions, so-called ""dark matter"", which includes an abundance of tandemly repeated sequences called satellite DNA. Collectively known as the satellitome, this genomic component offers exciting evolutionary insights into aspects of primate genome biology that raise new questions and challenge existing paradigms. A complete human reference genome was recently reported with telomere-to-telomere human X chromosome assembly that resolved hundreds of dark regions, encompassing a 3.1 Mb centromeric satellite array that had not been identified previously. With the recent exponential increase in the availability of primate genomes, and the development of modern genomic and bioinformatics tools, extensive growth in our knowledge concerning the structure, function, and evolution of satellite elements is expected. The current state of knowledge on this topic is summarized, highlighting various types of primate-specific satellite repeats to compare their proportions across diverse lineages. Inter- and intraspecific variation of satellite repeats in the primate genome are reviewed. The functional significance of these sequences is discussed by describing how the transcriptional activity of satellite repeats can affect gene expression during different cellular processes. Sex-linked satellites are outlined, together with their respective genomic organization. Mechanisms are proposed whereby satellite repeats might have emerged as novel sequences during different evolutionary phases. Finally, the main challenges that hinder the detection of satellite DNA are outlined and an overview of the latest methodologies to address technological limitations is presented."
"['Biochemistry', 'Molecular Medicine']","Biochemical and Structural Investigation of GnnA in the Lipopolysaccharide Biosynthesis Pathway of Acidithiobacillus ferrooxidans  2020 American Chemical Society.Lipopolysaccharide (LPS) is a crucial component in the outer membrane of Gram-negative bacteria that contributes to both pathogenicity as well as immunity against pathogenic bacteria. Typical LPS contains GlcN disaccharide as the core of lipid A. However, some bacteria such as Acidithiobacillus ferrooxidans and Leptospira interrogans contain GlcN3N in lipid A instead. This modification has been shown to dampen the host immune response and increase resistance to antimicrobial peptides. Therefore, investigation of the enzymes responsible for the biosynthesis of GlcN3N has promising applications in the development of vaccines, antibiotics, or usage of the enzymes in chemoenzymatic synthesis of modified LPS. Here, we describe biochemical and structural investigation of GnnA from A. ferrooxidans (AfGnnA) that is responsible for oxidation of UDP-GlcNAc, which subsequently undergoes transamination to produce UDP-GlcNAc3N as a precursor for LPS biosynthesis. AfGnnA is specific for NAD+ and UDP-GlcNAc. The crystal structures of AfGnnA in combination with molecular dynamics simulation and mutational analysis suggest the substrate recognition mode and the catalytic mechanism. K91 or H164 is a potential catalytic base in the oxidation reaction. The results will not only provide insights into the biosynthesis of unusual LPS but will also lay the foundation for development of more immunogenic vaccines, novel antibiotics, or utilization of GnnA in the synthesis of UDP-sugars or modified LPS."
['Artificial Intelligence'],"A global & environmental coral analysis system with spa-based semantic computing for integrating and visualizing ocean-phenomena with “5-dimensional world-map”  2021 The authors and IOS Press.Semantic computing is essentially significant for realizing the semantic interpretation of natural and social phenomena and analyzes the changes of various environmental situations. The 5D World Map (5DWM) System [4,6,8] has introduced the concept of “SPA (Sensing, Processing and Analytical Actuation Functions)” for global environmental system integrations [1-4], as a global environmental knowledge sharing, analysis and integration system. Environmental knowledge base creation with 5D World Map is realized for sharing, analyzing and visualizing various information resources to the map which can facilitate global phenomena-observations and knowledge discoveries with multi-dimensional axis control mechanisms. The 5DWM is globally utilized as a Global Environmental Semantic Computing System, in SDGs 9, 11, 14, United-Nations-ESCAP: (https://sdghelpdesk.unescap.org/toolboxes) for observing and analyzing disaster, natural phenomena, ocean-water situations with local and global multimedia data resources. This paper proposes a new semantic computing method as an important approach to semantic analysis for various environmental phenomena and changes in a real world. This method realizes “Self-Contained-Knowledge-Base-Image” & “Contextual-Semantic-Interpretation” as a new concept of ""Coral-Health-level Analysis in Semantic-Space for Ocean-environment” for global ocean-environmental analysis [8,9,12,18]. This computing method is applied to automatic database creation with coral-health-level analysis sensors for interpreting environmental phenomena and changes occurring in the oceans in the world. We have focused on an experimental study for creating “Coral-Health-level Analysis Semantic-Space for Ocean-environment” [8,9,12,18]. This method realizes new semantic interpretation for coral health-level with “coral-images and coral-health-level knowledge-chart”."
['Artificial Intelligence'],"A concept for control and program based on the semantic space model  2021 The authors and IOS Press.The most important mechanism of the computer is that various functions are implemented based on programs stored in it. Programs are developed by program languages implementing functions of models. One of the efficient methods to construct a model is to construct it by semantic computation models. Using semantic computation models, we can construct a model in a semantic space. In this paper, we present a mechanism to execute models presented by the semantic spaces. We have presented a mechanism to implement combinational and sequential logic computations based on the semantic space model. The combinational and sequential logic computations are the basic functions in computer systems. However, we still need a control mechanism like that in computers. In this paper, we present a control mechanism based on the semantic space model and some of execution examples. The most important contribution of this paper is that we first present a concept for control and program based on the semantic space model. In order to demonstrate the efficiency of the proposed mechanism, we performed a demonstration experiment. In the experiment, an agent is constructed for unmanned ground vehicle control with the control mechanism. A video camera is used to determine the position of the vehicle and obstacles on the road. The control signals, including “turn left,” “turn right,” “go ahead” and “stop” outputted from the agent are used to demonstrate the efficiency of the mechanism."
"['Environmental Science (all)', 'Earth and Planetary Sciences (all)']","Characteristics evaluation of fluorescein sodium as fluorescent tracer for petroleum wells  2020 Institute of Physics Publishing. All rights reserved.Fluorescein sodium (FluNa) is an organic xanthene-derivative fluorochrome appearing as crimson powder. In the form of solution, fluorescein absorbs blue light and emits green-to-yellow fluorescence under the incidence of visible or ultra-violet light. In petroleum industry, it is normally used as fluorescent tracer to determine reservoir connectivity between injection and production wells. In this study, fluorescein concentration at 10 ppm was critical concentration that reversed relationship between fluorescence intensity and fluorescence concentration. Emission wavelength at maximum fluorescence intensity became a function of fluorescein concentration until 512 nm at 1 ppm and there was no longer reduction of emission wavelength beyond this value at lower concentration. Fluorescence of fluorescein could not be observed by naked eyes at concentrations below 100 ppb, whereas its detection limit by fluorescence spectrophotometer could be lowered to 1 ppb. Fluorescence spectra of fluorescein concentrations at 10 ppt and 100 ppt were similar to those of tap water, formation water, and deionized water. Therefore, detection limit of fluorescein was determined to be at 1 ppb. Fluorescence of fluorescein was photodegraded by light up to 30% when stored inside transparent glass bottles and being exposed to light for 7 days and fluorescence of the solution became darker with time. On the other hand, fluorescence intensities of FluNa solution stored inside amber-coloured glass bottles in both all-time concealment and normal room conditions were almost identical. Fluorescence spectra of the solution at pH of 3 had lower fluorescence intensity and shorter emission wavelength at maximum fluorescence intensity than the solutions at pH of 7 and 11 that were mostly identical. Fluorescence of fluorescein was not affected by temperature in the range of 30-70°C for 12 days. Hence, the storage conditions for fluorescein solution were recommended to be stored inside amber-coloured glass bottle to prevent photodegradation with pH 7 or above."
"['Biochemistry', 'Molecular Medicine', 'Molecular Biology', 'Pharmaceutical Science', 'Drug Discovery', 'Clinical Biochemistry', 'Organic Chemistry']","Syntheses and anti-HIV and human cluster of differentiation 4 (CD4) down-modulating potencies of pyridine-fused cyclotriazadisulfonamide (CADA) compounds  2020 Elsevier LtdCADA compounds selectively down-modulate human cell-surface CD4 protein and are of interest as HIV entry inhibitors and as drugs for asthma, rheumatoid arthritis, diabetes and some cancers. Postulating that fusing a pyridine ring bearing hydrophobic substituents into the macrocyclic scaffold of CADA compounds may lead to potent compounds with improved properties, 17 macrocycles were synthesized, 14 with 12-membered rings having an isobutylene head group, two arenesulfonyl side arms, and fused pyridine rings bearing a para substituent. The analogs display a wide range of CD4 down-modulating and anti-HIV potencies, including some with greater potency than CADA, proving that a highly basic nitrogen atom in the 12-membered ring is not required for potency and that hydrophobic substituents enhance potency of pyridine-fused CADA compounds. Cytotoxicities of the new compounds compared favorably with those of CADA, showing that incorporation of a pyridine ring into the macrocyclic scaffold can produce selective compounds for potently down-modulating proteins of medicinal interest."
"['Infectious Diseases', 'Pharmacology (medical)']","Incidence, Persistence, and Factors Associated with HPV Infection among Male Adolescents with and Without Perinatally Acquired HIV Infection  2020 Wolters Kluwer Health, Inc.Background: Infection with high-risk human papillomavirus (HR-HPV) has been shown to be more prevalent and persistent in female adolescents with HIV. However, data among male adolescents with perinatally acquired HIV (PHIV) are limited.Setting: We investigated the incidence and persistence of HR-HPV in anogenital compartments and associated factors among PHIV in comparison to HIV-uninfected (HU) male adolescents in Thailand.Methods: PHIV and HU males aged 12-24 years were enrolled. At baseline and 3 subsequent annual visits, specimens from the scrotum, penis, and anal area were obtained for HPV and other testing.Results: From June 2013 to October 2017, 49 PHIV and 47 HU male adolescents with a median age of 18 (interquartile range 17-20) years were enrolled. PHIV had higher incidence of any HR-HPV infection than HU adolescents {33.05 [95% confidence interval (CI): 20.82 to 52.46] vs. 15.73 [95% CI: 8.18 to 30.22] per 100 person-years, P = 0.04}. The persistence of any HR-HPV genotypes (detected at ≥2 annual visits) was not different by group (PHIV 27% vs. HU 23%, P = 0.75). Having ≥3 sex partners in past 6 months (adjusted prevalence ratio 2.39, 95% CI: 1.14 to 5.05; P = 0.02) and co-infection with other sexually transmitted infections (syphilis, chlamydia, and/or gonorrhea) were associated with persistent HR-HPV infection (adjusted prevalence ratio 6.21, 95% CI: 2.87 to 13.41; P < 0.001).Conclusions: Thai PHIV male adolescents had a higher incidence of HR-HPV infection than those without HIV. Having multiple sex partners and co-infection with sexually transmitted infections was associated with persistent HR-HPV infection. These data demonstrate the need to prioritize PHIV male adolescents in routine and catch-up HPV vaccination programs."
