Labels,Title_Abstract
"['Software', 'Human-Computer Interaction', 'Computer Vision and Pattern Recognition', 'Computer Networks and Communications']","Classification of advertisement text on Facebook using synthetic minority over-sampling technique  2018 Association for Computing Machinery.Understanding in consumer behavior is an important task in the field of marketing. Dentsu's AISAS model is a model that has been proposed to describe consumer behavior. The model defines reaction when the consumer has seen advertising into five stages: attention, interest, search, action, and share. In this paper, advertisement text datasets from Facebook were labelled as the stages of AISAS model and learned to be classified by machine learning algorithms. Nevertheless, like many other real-world data, our dataset had imbalanced class distribution. The classifier algorithms tend to predict mostly the majority class. To overcome this problem, synthetic minority over-sampling technique (SMOTE) was adopted and also combined with chi-square based feature selection technique. Varieties of feature sizes based on various classifier algorithms were compared. In the appropriate feature size, SMOTE could improve the classification performance in terms of recall and F1 score."
"['Astronomy and Astrophysics', 'Space and Planetary Science']","Detecting Radio AGN Signatures in Red Geysers  2018. The American Astronomical Society. All rights reserved.A new class of quiescent galaxies harboring possible AGN-driven winds has been discovered using spatially resolved optical spectroscopy from the ongoing SDSS-IV MaNGA survey. These galaxies, termed ""red geysers,"" constitute 5%-10% of the local quiescent population and are characterized by narrow bisymmetric patterns in ionized gas emission features. Cheung et al. argued that these galaxies host large-scale AGN-driven winds that may play a role in suppressing star formation at late times. In this work, we test the hypothesis that AGN activity is ultimately responsible for the red geyser phenomenon. We compare the nuclear radio activity of the red geysers to a matched control sample with similar stellar mass, redshift, rest-frame NUV - r color, axis ratio, and presence of ionized gas. We have used the 1.4 GHz radio continuum data from the VLA FIRST survey to stack the radio flux from the red geyser and control samples. In addition to a three times higher FIRST detection rate, we find that red geysers have a 5σ higher level of average radio flux than control galaxies. After restricting to rest-frame NUV - r color >5 and checking mid-IR WISE photometry, we rule out star formation contamination and conclude that red geysers are associated with more active AGNs. Red geysers and a possibly related class with disturbed Hα emission account for 40% of all radio-detected red galaxies with log (M ∗/M o) < 11. Our results support a picture in which episodic AGN activity drives large-scale, relatively weak ionized winds that may provide a feedback mechanism for many early-type galaxies"
"['Environmental Science (all)', 'Earth and Planetary Sciences (all)']","Organic agriculture education in Thai Universities: National trends and student perceptions  Published under licence by IOP Publishing Ltd.Since the 1950s Green Revolution ""conventional"" agrochemical-dependent farming has grown substantially in Thailand. Adverse impacts have been natural resources depletion, environmental pollution, deforestation, food contamination and public health concerns. Thai higher education institutions (HEIs) have contributed to problems, promoting agrochemical-dependent farming with limited attention to organic agriculture (OA). Our paper examines how Thai HEIs incorporate OA into curricula and extension services, and how students perceive the value and adequacy of OA courses and training. It reviews policy and syllabus documents among 49 HEIs. Our analysis suggests most universities still do not view OA as a priority. Second, we examine student and graduate perceptions to illustrate national challenges. A survey of senior undergraduate students and recent alumni in one HEI showed both groups believed they did not have sufficient lectures or courses in OA or adequate resources and training to pursue an OA-related career after graduation. Current students viewed inadequacies even greater. Our conclusions suggest Thai HEIs must do more to reform programs, improve OA curricula and better support graduates. More research is needed to gather detailed and refined information from university agriculture education program administrators and documents with more qualitative and quantitative data on students from other Thai Universities."
"['Ecology, Evolution, Behavior and Systematics', 'Plant Science']","A new species of Ceropegia (Asclepiadoideae, Apocynaceae) from eastern Thailand  2018 Magnolia Press.Ceropegia boonjarasii Kidyoo, a new species from eastern Thailand is here described, illustrated and compared morphologically and ecologically to C. sootepensis Craib and C. laotica Rodda & Meve, its putative close relatives. These three species display clear differences in habitat choice, hairiness of leaf surface and corolla lobes, and in the shape of interstaminal corona segments."
['Physics and Astronomy (all)'],"Observation of Weakened V-V Dimers in the Monoclinic Metallic Phase of Strained VO2  2018 authors. Published by the American Physical Society.Emergent order at mesoscopic length scales in condensed matter can provide fundamental insight into the underlying competing interactions and their relationship with the order parameter. Using spectromicroscopy, we show that mesoscopic stripe order near the metal-insulator transition (MIT) of strained VO2 represents periodic modulations in both crystal symmetry and V - V dimerization. Above the MIT, we unexpectedly find the long-range order of V - V dimer strength and crystal symmetry become dissociated beyond ≈200 nm, whereas the conductivity transition proceeds homogeneously in a narrow temperature range."
"['Environmental Chemistry', 'Chemical Engineering (all)', 'Materials Science (all)', 'Energy (all)']","Heterostructured d-Ti 3 C 2 /TiO 2/ g-C 3 N 4 Nanocomposites with Enhanced Visible-Light Photocatalytic Hydrogen Production Activity  2018 Wiley-VCH Verlag GmbH & Co. KGaA, Weinheim The construction of a 2D–2D heterostructured composite is an efficient method to improve the photocatalytic hydrogen generation capability under visible light. In this work, simple heat treatment of a mixture of g-C 3 N 4 and delaminated Ti 3 C 2 was used to prepare a series of d-Ti 3 C 2 /TiO 2 /g-C 3 N 4 nanocomposites. The d-Ti 3 C 2 not only acted as the support layer and resource to glue the anatase TiO 2 particles and g-C 3 N 4 layers together but also served as the fast electron transfer channel to improve the photogenerated charge carriers’ separation efficiency. By tuning the g-C 3 N 4 /d-Ti 3 C 2 mass ratio, heating temperature and soaking time, the d-Ti 3 C 2 /TiO 2 /g-C 3 N 4 nanocomposite 4-1-350-1 achieved an excellent H 2 evolution rate of 1.62 mmol h −1 g −1 driven by a 300 W Xe lamp with a 420 nm cutoff filter. The heterostructured composite photocatalyst was stable even after 3 cycles, representing excellent potential for the practical application in solar energy conversion."
"['Renewable Energy, Sustainability and the Environment', 'Building and Construction', 'Environmental Science (all)', 'Strategy and Management', 'Industrial and Manufacturing Engineering']","Performance comparison of different cavitation reactors for biodiesel production via transesterification of palm oil  2018 Elsevier LtdThis study compares performance of different cavitation reactors for biodiesel production from palm oil using homogeneous and heterogeneous reaction systems. In addition, the effect of reaction volume of each reactor type was also investigated. For the smallest reaction volume of 165 mL, homogenizer and 20 kHz ultrasonic reactors offered the highest fatty acid methyl ester yield for both sodium hydroxide and calcium oxide catalysts. When the reaction volume was increased from 165 to 500 and 1000 mL with constant power input (80 W), homogenizer reactor did not significantly alter the rate of fatty acid methyl ester formation, unlike the other reactors which showed the decrease in the reaction rate. The reactor performance was evaluated in term of yield efficiency which was based on the amount of fatty acid methyl ester production, power consumption and reaction time. The increase of the reaction volume increased the yield efficiency of both the cavitation reactors and the mechanical stirred reactor. The highest yield efficiencies of 169.46 × 10−4 and 8.27 × 10−4 g/J were obtained from homogenizer reactor using sodium hydroxide and calcium oxide catalysts, respectively, using the reaction volume of 1000 mL. The homogenizer reactor also shows high flexibility of reaction volume usage with high biodiesel production performance in a batch system."
"['Management Information Systems', 'Economics and Econometrics', 'Strategy and Management', 'Marketing', 'Management, Monitoring, Policy and Law', 'Management of Technology and Innovation']","The dynamic linkage among the size, growth and profitability of listed companies in the ASEAN-4 countries  2018 Contemporary Management Research.All rights reserved.The purpose of this paper is to examine the dynamic relationship among the size, growth, and profitability of listed companies. The study sample comprised listed companies in the ASEAN-4 countries-Malaysia, the Philippines, Singapore, and Thailand-over the period 1972-2014. The K-medoids algorithm was employed in a cluster analysis, and the generalized method of moments (GMM) was applied to examine the dynamic relationship. The empirical results reveal that smaller companies tend to have higher growth than larger companies. Moreover, the results indicate that persistence of growth and persistence of profitability do not exist. There is also evidence that profitability affects companies' growth, but companies' growth does not affect profitability."
['Physics and Astronomy (all)'],"Different natures of sub-gap states in 135-CIGS/112-CIGS and 112-CIGS/135-CIGS heterostructures investigated by photoluminescence technique  Published under licence by IOP Publishing Ltd. CuIn 1-x Ga x Se 2 (112-CIGS) has been proposed as a material for high efficiency thin film solar cells with reliably applicable photovoltaic properties. Higher efficiency devices can be achieved by various surface treatments and are believed to have Cu deficiency at the surface. One of the possible techniques is to have a very thin Cu-depleted surface, e.g. Cu(In 1-x Ga x ) 3 Se 5 (135-CIGS) layer on top of 112-CIGS layer, thus the heterostructure of 135-CIGS/112-CIGS is formed. Our previous work show that the photoluminescence (PL) spectra of 135-CIGS with various thicknesses on 112-CIGS (135-CIGS/112-CIGS) heterostructure are identified as donor-to-acceptor pairs (DAPs) and free (conduction band) -to-bound (acceptor) transitions and show the temperature and excitation power dependence on the PL spectra. On the contrary, when the thin 112-CIGS layer is deposited on top of 135-CIGS (112-CIGS/135-CIGS), the PL spectra show more pronounced and resolved peaks which are surprisingly independent of temperature and excitation power and significantly distinguishable in its natures observed in those broad emissions of 135-CIGS/112-CIGS heterostructures. When the thickness of 112-CIGS on 135-CIGS is increased, the red shift in the order of ten meV is noticed in the emission lines from both 112-CIGS and 135-CIGS layers. These results suggest that the strains play more important roles in thinner capping layer and freeze out the temperature and excitation power dependence in the 112-CIGS/135-CIGS rather than the 135-CIGS/112-CIGS heterostructures."
['Physics and Astronomy (all)'],"Optical properties of CsI:Tl crystals grown using different precursors purities  Published under licence by IOP Publishing Ltd.CsI doped with Tl (CsI:Tl) is a scintillator material used for radiation detector applications. CsI:Tl was crystalized by a modified homemade Bridgman-Stockbarger technique using different precursor purities. The purpose is to verify effects of precursor purity on optical properties of Cs:Tl crystals by UV-VIS and X-ray luminescence spectroscopy. A type and concentration of impurities in the precursor are directly related the optical properties of CsI:Tl crystals. The CsI:Tl crystals were grown in two levels of CsI and TlI reactant materials, i.e., having as a very high purity of 99.999%, showing a colorless crystal and a high purity of 99.9% showing an orange crystal. Absorption coefficient determined by transmittance and reflectance spectra was used to find an optical gap in the CsI:Tl crystals. For the colorless crystal, optical gaps of the Tl-related state and the CsI bandgap were observed at 3.82 eV and 5.14 eV, respectively. On the other hand, a merging of the Tl-related state and the CsI bandgap was observed for the orange crystal to form a virtual single bandgap at 3.51 eV. These results indicated the effects of precursor purity on optical gap of the CsI:Tl crystals. Also, X-ray luminescence spectra centred at 2.07 - 2.25 eV, which are corresponding to that of the absorption edge, showed a red shift of 160 meV for the orange CsI:Tl crystal."
['Physics and Astronomy (all)'],"CIGS thin film solar cells with graded-band gap fabricated by CIS/CGS bilayer and CGS/CIS/CGS trilayer systems  Published under licence by IOP Publishing Ltd. High efficiency CuIn 1-x Ga x Se 2 (CIGS) thin film solar cells are usually deposited on Mo-coated soda-lime glass (SLG) substrates by the three-stage co-evaporation process which is intended to create double-graded band gap. It requires short total deposition time and rapid changing of substrate temperature in order to obtain the double-graded band gap which is quite difficult for high source-temperatures. When the total deposition time cannot be made short enough, uniform band gap is rather achieved. In this work, the depositions of CIS/CGS bilayer are employed in order to create back grading while CGS/CIS/CGS trilayers are for the double-grading, owing to non-uniformity and different diffusivity of In and Ga constituents in the films. The bilayers with back grading show the increasing short-circuit current density (J sc ) due to the assisting back surface field, but the open-circuit voltage (V oc ) is relatively low due to the reduction of Ga content at the front surface. For the CGS/CIS/CGS trilayers, double grading and the increasing of V oc are observed when compared with the bilayers due to the increasing Ga content near the junction. The efficiencies of the devices fabricated from the CIS/CGS bilayer and CGS/CIS/CGS trilayer absorbers show the maximum value of 12.5% and 15.5%, respectively. The external quantum efficiency (EQE) of the bilayer and trilayer absorbers exhibit the enhancement in the long wavelengths compared to that of the three-stage process absorbers."
['Physics and Astronomy (all)'],"Machine Learning system mimicking student's choice in Particle Data Analysis laboratory activity  Published under licence by IOP Publishing Ltd.In Particle Data Analysis laboratory activity, aimed at undergraduate and high school students, the student is tasked with classifying collision events which contain two muons decaying from J/ψ meson. The activity provides 2000 collision events from the CMS detector, selected by CMS outreach community. However, classifying 2000 collision events by hand can be a tedious task for any human, so a smaller subset of collision events are usually used in the activity to save time. We built a machine learning classifier which mimic the student's classification based on a subset of collision events handed to the student, using some information from data in corresponding collision event. The information used in this system is parts of muon trajectory, extracted from files suited for CMS event viewer on the internet, as well as the four-momentum of both muons, available from the same source. With this system, students can input a subset of graded events into the system, and the system will be able to illustrate the results if the student worked on all 2000 collision events using his/her logic. Users can download the code from our repository and follow easy instructions to replicate this activity."
['Physics and Astronomy (all)'],"Effects of global and local rewiring on SIS epidemic adaptive networks  Published under licence by IOP Publishing Ltd.Adaptive epidemic network is generally driven by two main processes: (1) infection-recovery process that changes the states of the nodes, and (2) rewiring process that modifies the topology of the network. We consider an adaptive susceptible-infected-susceptible (SIS) epidemic on a network. In this work, a link is rewired randomly to a chosen susceptible node according to a prescribed global or local rewiring method. In the global rewiring case, a susceptible node could break the link with its infected neighbour to form a new link with another susceptible in the network. In this rewiring mechanism, the node must know health status of every other node in the network in order to rewire. This is however impractical in real life because the knowledge is only limited to a certain neighbouring group of nodes surrounding a given point. We propose a more realistic rewiring method called the local rewiring method, where a new link is limited to join a susceptible within a neighbouring distance. We investigate the impact of local versus global rewiring on an epidemic network. A new disease prevention behaviour emerges as a result."
['Physics and Astronomy (all)'],"Glucose sensing characterization of non-enzymatic nickel film and nickel foam electrodes in sodium hydroxide solution  Published under licence by IOP Publishing Ltd. Recently, a non-enzymatic glucose sensor has gained a lot attention, because it is re-useable, fast and simple, as opposed to traditional enzymatic glucose sensor. In this work, two types of electrodes, including electroplated Ni film and Ni foam, were used as sensing electrodes for a non-enzymatic glucose sensor. The studied sensing properties of the Ni film and Ni foam included glucose-detecting sensitivity, selectivity, and detection limit. For the sensitivity and selectivity analysis, the sensing electrodes, with geometrical working area of 1 and 2 cm 2 for Ni foam and Ni film respectively, were submerged in a 1M NaOH solution, connected as a working electrode with Ag/AgCl and Pt as a reference and counter electrodes, respectively. Amperometric scanning measurement was used for the sensitivity and selectivity analysis. Sensitivity measurement was tested by dropping glucose solutions into 1M NaOH solution and recording the amperometric response of these sensor under varying sugar contents. The glucose-detection sensitivities are 1.1048 and 6.4228 mA mM -1 cm -2 for Ni plate and Ni foam, respectively. Limit of detection (LOD) of Ni film and Ni foam are 0.0072 and 0.0144 mM, respectively. The selectivity of electrodes were tested by dropping 3 types of disturbing agents: Quinine, Acetic acid and NaCl. The disturbing agents showed no effect on the current density signal during the amperometric measurement for both of the Ni plate and Ni foam electrodes."
['Physics and Astronomy (all)'],"Shielding the Earth Magnetic Field using Spherical Coils  Published under licence by IOP Publishing Ltd.The Jiangmen Underground Neutrino Observatory (JUNO) is a neutrino experiment consisting of 2 systems; central detector (CD) and veto systems. The CD is composed of thousands of photomultiplier tubes (PMTs) used to detect light signals from neutrino induced interactions with liquid scintillator inside the CD. Another set of PMTs is used as water Cherenkov detector, together with muon top tracker forming the veto system for background rejection [1]. However, the PMTs' efficiency decreases when they are used in magnetic field. At JUNO's construction site, the Earth Magnetic Field (EMF) is approximately 0.45 G [2]. Therefore, the PMTs of JUNO detector are necessary to be shielded from the EMF. This work aims to design current-carrying coils that generate magnetic field in the opposite direction to the EMF, thus, the two fields tend to cancel each other. We found that the magnetic field generated by the 32 circular coils forming a sphere of diameter 43.5 m can reduce the residual magnetic field to be lower than 10% of the EMF at the CD region and less than 20% at the veto region. Moreover, considering the secular change of the EMF's inclination angle of approximately 2.87° over the 20 years of its operation, the coils can maintain the residual magnetic field both in the CD and the veto regions to be less than 10% and 20%, respectively."
['Physics and Astronomy (all)'],"EMF Shielding of One Set of Circular Coils with Slight Distortion  Published under licence by IOP Publishing Ltd.Jiangmen Undergroud Neutrino Observatory (JUNO) is a reactor antineutrino experiment with the main purpose for determining the neutrino mass hierarchy by precisely measuring the energy spectrum of nuclear reactor electron antineutrinos. The JUNO central detector consists of 20 kilotons an organic liquid scintillator filling the spherical CD or acrylic sphere whose diameter is 35.4 meters, surrounded by a water pool, approximately 18, 000 20″ and 25, 000 3″ photomultiplier tubes (PMTs) on the inner CD truss and 2,400 20″ Veto-PMT on the outer CD truss. The PMTs are very sensitive to external magnetic fields, the earth magnetic field (EMF) passing through the PMTs without any shielding would largely reduce the efficiency of the PMTs. In order to minimize the effect of EMF inside the detector, JUNO has been planing to use the DC coils to shield EMF, aiming at the residual EMF to less than 10 % on PMT areas."
['Physics and Astronomy (all)'],"Evaluation of Thai students and teacher's attitudes in physics using Colorado Learning Attitudes about Science Survey (CLASS)  Published under licence by IOP Publishing Ltd.The Colorado Learning Attitudes about Science Survey, CLASS, has been used as a tool to measure respondents' beliefs or attitudes about physics and how they learn physics. It is composed of 42 Likert scale (strongly disagree to strongly agree) type questions which is classified into 8 categories, which are real world connections, conceptual connections, personal interest, sense making, applied conceptual understanding, problem solving general, problem solving confidence and problem solving sophistication. In this study, we asked 196 high school physics teachers and 211 students from 195 secondary schools in Thailand to respond to this survey along with a 6-open-ended-question survey. In this paper, we focus on two topics: ""What is the difficulty in learning/teaching physics?"" and ""What is the goal in learning/teaching physics?"" We found that physics teachers agree with the experts in most categories, except conceptual connections, applied conceptual understanding and problem solving sophistication. While students tend to disagree with the experts in both conceptual categories and all 3 categories in problem solving. We then compare teachers' to students' responses from these two open-ended questions. On the difficulty aspect: 19% of students believe that difficulty in learning physics is due to incomprehension of physics concept. While 43% of teachers thought that difficulty in teaching physics is because of insufficiency of mathematics background. On the goals aspect, 37% of students aim to enter the university; while 50% of teachers target on helping student to better understand physics."
['Physics and Astronomy (all)'],"Cosmic-Ray Muons Detection by a Spark Chamber  Published under licence by IOP Publishing Ltd. Cosmic ray, originating from several galactic sources, bombards the Earth's atmosphere and produces lots of secondary particles. One of them is an unstable charged particle known as ""muon"" (μ ± ) with speed close to speed of light and lifetime about 2.2 microseconds before decaying into others. In this study, a spark chamber detector with a stack of 10 parallel electrode plates is constructed to detect the cosmic-ray muons which will lose their energies via ionization in the helium filled chamber. When muons passing through the chamber, they left their traces as the ionization paths. Sparks will occur immediately between each stack of parallel electrodes which are connected to a high voltage supply. The muon's trajectory can then be visualized by connecting the sparks in each stack. To construct this muon's path, two cameras are set to record the events from the two perpendicular planes on two sides of the chamber. The photos are analyzed using MATLAB to obtain the coordinates of the sparking tracks which then are used to determine the zenith angular distribution. The results show that a large number of muons arrived at our laboratory (Chulalongkorn University, Bangkok, Thailand 13° 44'09.5""N 100°31'49.6""E) with zenith angle about 30°"
['Physics and Astronomy (all)'],"3D Information Retrieving of Concealing Surface beneath Opaque Resin Layer by Fast-Fourier Low Coherence Interferometer  Published under licence by IOP Publishing Ltd.A normalized contrast method on a Superluminescent diode (SLD) low coherence interferometer could retrieve 2D image concealing under a light-scattering medium. In addition, a continuous wavelet transform on both white light and SLD vertical scanning interferometry could construct 3D profile of the interfaces in a dual-layer structure. In this research, 3D information on surface, concealing beneath opaque resin layer, will be produced by using SLD phase difference interferometry with a Fast Fourier Transform. The effect of opaqueness of coating resin layer to quality of 3D image from our method will be revealed."
