Labels,Title_Abstract
['Education'],"Impact of faculty development programme on self-efficacy, competency and attitude towards medical education in Bhutan: A mixed-methods study  2019 The Author(s).Background: Soon after Bhutan's first medical university was established in 2012, Faculty Development Programmes (FDPs) were adopted for efficient delivery of postgraduate medical curriculum. Medical education was an additional responsibility for the clinicians who already had multi-dimensional roles in the healthcare system where there is acute shortage of healthcare professionals. We studied the impact of FDPs on postgraduate medical education in Bhutan. Methods: This was a mixed-methods study with a quantitative (cohort study - quasi-experimental with 18 participants) and concurrent explanatory qualitative component (focused group discussion (FGD) with 11 teaching faculty members). The 18 participants were given a structured FDP designed by the University. The FGD assessed teacher self-efficacy and competency using standard tools before and after the FDP. Thematic analysis of the FGD explored the impact of FDPs in the delivery of postgraduate residency programmes. Results: There were significant increase in the teacher self-efficacy (31 vs 34, p = 0.009) and competency scores (56 vs 64, p = 0.011). There were significant improvements in self-efficacy in the domain of the teaching relevant subject contents and developing creative ways to cope with system constraints. In teaching-learning assessments, there was a significant appreciation of the effectiveness of lectures and tutorials and the use of essay questions. The FGD demonstrated the acceptance of FDPs and its importance in quality improvement of postgraduate medical education, professional development of teachers and improvement of their communication skills. The teachers have now migrated from the conventional methods of teaching to workplace-based teaching and assessment. The FDPs also resulted in review and revision of postgraduate medical curriculum soon after the first batch graduated in 2018. Lack of adequate support from relevant stakeholders and lack of a medical education centre in the University were seen as major challenges. Conclusions: The FDPs have brought tangible professionalization of postgraduate medical education at an early stage of the medical university. There is a need for continued efforts to strengthen, sustain and consolidate the gains made thus far."
"['Software', 'Human-Computer Interaction', 'Computer Vision and Pattern Recognition', 'Computer Networks and Communications']","Formalizing railway network using hierarchical timed coloured petri nets  2019 Association for Computing Machinery.It is necessary for having the formal model of railway network in order to ensure the desirable behaviors of the rail transportation system. An alternative of formalizing the high-level railway network is proposed using hierarchical timed coloured Petri nets. The train stations and their interlink railways are concerned as the high-level building blocks to construct a specific railway network. The timed coloured Petri nets would be formally defined for a particular building block of the network hierarchically. The lower level modules construction and rules for making the hierarchical railway network model are provided. The resulting model is verified by using CPN tools to ensure the correctness, safety, and liveness."
"['Software', 'Human-Computer Interaction', 'Computer Vision and Pattern Recognition', 'Computer Networks and Communications']","Extracting structured data from unstructured text using conditional random field and jaccard similarity  2019 Association for Computing Machinery.Nowadays, purchasing information is usually found in form of formal messages such as an email. However, most messages are written in natural language form which is difficult to extract data. Our approach paper uses Conditional Random Fields and Words Similarity to extract data from customers' purchase order emails. We started from dividing the words in the email into a sequence of words. Then, we added features of each word. After that, we establish an appropriate template, characteristics and training sample sequences. Next, purchasing information was used for text extraction. From our experiment, it was found that adapting Words Similarity with Conditional Random fields can enhance the accuracy of extracting data significantly."
['Nuclear and High Energy Physics'],"Search for low mass vector resonances decaying into quark-antiquark pairs in proton-proton collisions at √s=13 TeV  2019 CERN, for the CMS Collaboration.A search for low mass narrow vector resonances decaying into quark-antiquark pairs is presented. The analysis is based on data collected in 2017 with the CMS detector at the LHC in proton-proton collisions at a center-of-mass energy of 13 TeV, corresponding to an integrated luminosity of 41.1 fb-1. The results of this analysis are combined with those of an earlier analysis based on data collected at the same collision energy in 2016, corresponding to 35.9 fb-1. Signal candidates will be recoiling against initial state radiation and are identified as energetic, large-radius jets with two pronged substructure. The invariant jet mass spectrum is probed for a potential narrow peaking signal over a smoothly falling background. No evidence for such resonances is observed within the mass range of 50-450 GeV. Upper limits at the 95%confidence level are set on the coupling of narrow resonances to quarks, as a function of the resonance mass. For masses between 50 and 300 GeV these are the most sensitive limits to date. This analysis extends the earlier search to a mass range of 300-450 GeV, which is probed for the first time with jet substructure techniques."
['Pharmacology (medical)'],"Biologics for chronic rhinosinusitis Copyright  2019 The Cochrane Collaboration. Published by John Wiley & Sons, Ltd.This is a protocol for a Cochrane Review (Intervention). The objectives are as follows:. Main objective. To assess the effects of biologics for the treatment of chronic rhinosinusitis. Secondary objective. To maintain the currency of the evidence, using a living systematic review approach."
"['Biochemistry, Genetics and Molecular Biology (all)']","Pathways to parental anxiety: Effect of coping strategies for disruptive behaviors in children with attention deficit-hyperactivity disorder  2019 2019 Napakkawat Buathong et al., published by Sciendo.Disruptive behaviors are commonly found in children with attention deficit-hyperactivity disorder (ADHD) and affect the mental health of parents. However, a study of the direct and indirect effects between disruptive behaviors in children with ADHD and parental anxiety and coping strategies is apparently lacking. To examine the direct and indirect relationship between disruptive behaviors in children with ADHD and parental anxiety and coping strategies as a mediator. A cross-sectional study was conducted at King Chulalongkorn Memorial Hospital, Thailand between March 2015 and January 2016. Participants comprised 200 parents whose children were diagnosed with ADHD by physicians. Participants completed questionnaires regarding sociodemographic characteristics including The Thai Hospital Anxiety and Depression Scale, The Swanson, Nolan and Pelham (SNAP-IV): Parent form (Thai version), and The Coping Scale Questionnaire (Thai version). The direct path between disruptive behaviors and anxiety was significant (b = 0.21, P = 0.002). Moreover, a significant indirect path was found between disruptive behaviors and coping behavior with escape-avoidance (β = 0.20, P = 0.005), and an indirect path was found between escape-avoidance and anxiety (b = 0.31, P <0.001). Health care professionals should evaluate the use of coping strategies by parents of children with ADHD and encourage the parents to use a positive strategy for coping with the disruptive behaviors of their children."
"['Biochemistry, Genetics and Molecular Biology (all)']","Changes in protein patterns of Staphylococcus aureus and Escherichia coli by silver nanoparticles capped with poly (4-styrenesulfonic acid-co-maleic acid) polymer  2019 Hathaichanok Tamiyakul et al., published by Sciendo.While silver nanoparticles (AgNPs) are increasingly attractive as an antibacterial agent in many applications, the effect of AgNPs on bacterial protein profiles, especially AgNPs stabilized by polymeric molecules, is not well understood. To investigate the changes in bacterial protein patterns by AgNPs capped with poly (4-styrenesulfonic acid-co-maleic acid) (AgNPs-PSSMA) polymer toward Staphylococcus aureus ATCC 25923 and Escherichia coli ATCC 25922. The growth of bacteria after incubated with AgNPs-PSSMA for different time intervals was determined by optical density at 600 nm. Their protein patterns were observed using sodium dodecyl sulfate polyacrylamide gel electrophoresis (SDS-PAGE), and the proteomic analysis of extracted proteins was determined by liquid chromatography-tandem mass spectrometry (LC-MS/MS). AgNPs-PSSMA was able to inhibit the growth of both S. aureus and E. coli cells. The treated bacterial cells expressed more proteins than the untreated cells as seen from SDS-PAGE study. Nanosilver (NS) caused the upregulation of metabolic gene, waaA, in S. aureus cells. For E. coli cells, the upregulated proteins were metabolic genes (srlB, fliE, murD) and other genes dealt with DNA replication (dinG), DNA-RNA transcription (yrdD), RNA-protein translation (rplD), molecular transport (sapF), and signal transduction (tdcF). The antibacterial effect of AgNPs-PSSMA may arise by changing the bacterial proteins and thus interfering with the normal cell function."
"['Biochemistry, Genetics and Molecular Biology (all)']","Survival outcomes of low-risk and intermediate-risk stage ib1 cervical cancer patients  2019 Asama Vanichtantikul et al., published by Sciendo.Survival for patients with early stage cervical cancer without any high-risk factors treated with radical hysterectomy is excellent. However, there are few data on the survival outcomes for low-risk and intermediate-risk early stage cervical cancer patients. To determine survival outcomes and prognostic factors of low-risk and intermediate-risk stage IB1 cervical cancer patients. Stage IB1 cervical cancer patients with radical hysterectomy and pelvic lymphadenectomy were retrospectively reviewed. Patients with positive pelvic nodes, parametrial involvement, and positive margin who are classified as high-risk patients were excluded. Patients with squamous cell carcinoma or grade 1-2 adenocarcinoma, tumor size less than 2 cm, no lymphovascular space invasion (LVSI), and depth of stromal invasion (DSI) less than 10 mm were defined as low-risk patients. Survival was evaluated using the Kaplan-Meier method and compared by the log-rank test. Multivariate analysis was performed using Cox proportional-hazards regression. There were 82 (42.3%) low-risk patients and 112 (57.7%) intermediate-risk patients. More patients in intermediate risk received adjuvant treatment (3.6% and 14.3%, P = 0.07). Three (3.6%) low-risk patients and 18 (16.1%) intermediate-risk patients had recurrent disease (P = 0.004). At median follow-up of 86 months, 1.2% of low-risk patients and 8.9% of intermediate-risk had cancer-related deaths (P = 0.02). Low-risk patients had significantly better 5-year disease-free survival (98.2% vs 91.1%, P = 0.01) and estimated 5-year overall survival (98.5% vs 91.1%, P = 0.01). DSI more than 10 mm and presence of LVSI were significantly associated with recurrence. However, LVSI was an independent prognostic factor. Stage IB1 cervical cancer patients had excellent survival. Low-risk patients had significantly better survival. Presence of LVSI was an independent prognostic factor."
"['Biochemistry, Genetics and Molecular Biology (all)']","A somatic pik3ca p.h1047l mutation in a Thai patient with isolated macrodactyly: A case report  2019 Wandee Udomchaiprasertkul et al., published by SciendoMacrodactyly is a rare congenital deformity characterized by gigantism of all structures of the digits. Previous reports showed that the mosaic PIK3CA variants were associated with overgrowth syndromes including macrodactyly. To determine the genetic alteration in a Thai patient with enlarged soft tissue of the left middle and left fourth fingers with abnormal enlarged phalanges. A nerve and a skin piece were separated from a therapeutically surgically removed part of the enlarged digit. Skin fibroblasts were cultured from the removed skin piece. DNA was isolated from the nerve tissue, cultured skin fibroblasts, and peripheral blood leukocytes. Polymerase chain reaction (PCR) followed by Sanger sequencing of PIK3CA was performed. Mutation analysis revealed the c.3140A>T (p.(H1047L)) variant of PIK3CA in the nerve tissue and the cultured dermal fibroblasts but not in leukocytes from the peripheral blood. The somatic c.3140A>T (p.(H1047L)) variant of PIK3CA was found in a Thai patient with isolated macrodactyly, the same as those previously identified in other populations."
"['Renewable Energy, Sustainability and the Environment', 'Fuel Technology', 'Energy Engineering and Power Technology', 'Energy (miscellaneous)', 'Control and Optimization', 'Electrical and Electronic Engineering']","Binder-free centimeter-long V2O5nanofibers on carbon cloth as cathode material for zinc-ion batteries  2019 MDPI AG. All rights reserved.Recently, rechargeable aqueous zinc-ion batteries (AZBs) have attracted extensive interest due to their safety, abundance, low cost, and low toxicity. However, aqueous electrolytes require a polymeric binder to prevent dissolution of the active material in addition to its binding properties. This study highlights binder-free, centimeter long, single-crystal, V2O5 nanofibers (BCS-VONF) on carbon cloth, as the cathode material for AZBs synthesized via a simple one-step hydrothermal process. BCS-VONF in 3.0 M Zn(OTf)2 exhibit promising electrochemical performance with excellent capacity retention. Even in the absence of a binder, BCS-VONF were found to be very stable in 3.0 M Zn(OTf)2. They will not yield to the dissolution and detachment of the active material on the current collector. The novel strategy described in this study is an essential step for the development of BCS-VONF on carbon cloth, as a promising cathode material for AZBs."
['Medicine (all)'],"A double masked randomised 4-week, placebo-controlled study in the USA, Thailand and Taiwan to compare the efficacy of oral valganciclovir and topical 2% ganciclovir in the treatment of cytomegalovirus anterior uveitis: Study protocol   Author(s) (or their employer(s)) 2019. Re-use permitted under CC BY-NC. No commercial re-use. See rights and permissions. Published by BMJ.Introduction Cytomegalovirus (CMV) anterior uveitis is a recognised cause of anterior uveitis in immunocompetent patients and is preventable cause of vision loss. Ocular sequelae include corneal endothelial damage which can cause corneal oedema and failure, as well as glaucoma. Recurrences of inflammation are common and therefore patients are often exposed to long-term therapy. Oral therapy is available in the form of valganciclovir, although with the caveat of systemic side effects such as bone marrow suppression and renal failure necessitating regular interval laboratory monitoring. Recent reports have demonstrated that topical 2% ganciclovir solution may offer promising treatment outcomes in patients with CMV anterior uveitis with superior safety, cost-effectiveness and convenience profiles. An investigation into the relative equipoise of these therapies is warranted for these reasons. Methods and analysis The Systemic and Topical Control of Cytomegalovirus Anterior uveitis: Treatment Outcomes (STACCATO) trial is designed as a multicentre, block randomised by site, double-masked, placebo-controlled trial comparing the efficacy of oral valganciclovir, 2% topical ganciclovir and placebo in treating PCR-proven CMV anterior uveitis. Participant clinical evaluation will occur at three study time points by a masked study ophthalmologist over a 28-day period to assess resolution of ocular inflammation (secondary outcome). A control group will provide additional information about the possible impact that the infected host's immune response may play in controlling local viral replication. The primary analysis is an analysis of covariance (three arms) correcting for baseline to compare quantitative CMV viral load in the anterior chamber (AC) aqueous fluid before and 7 days after treatment. Ethics and dissemination The University of California San Francisco Committee on Human Research and the Khon Kaen University Institutional Review Board have given ethical approval. The results of this trial will be presented at local and international meetings and submitted for peer-reviewed journals for publication. Trial registration number NCT03576898."
['Nuclear and High Energy Physics'],"Probing the chiral magnetic wave in pPb and PbPb collisions at √SNN = 5.02 TeV using charge-dependent azimuthal anisotropies  2019 CERN, for the CMS Collaboration.Charge-dependent anisotropy Fourier coefficients (νn) of particle azimuthal distributions are measured in pPb and PbPb collisions at √SNN = 5.02 TeV with the CMS detector at the LHC. The normalized difference in the second-order anisotropy coefficients (ν2) between positively and negatively charged particles is found to depend linearly on the observed event charge asymmetry with comparable slopes for both pPb and PbPb collisions over a wide range of charged particle multiplicity. In PbPb, the third-order anisotropy coefficient ν3 shows a similar linear dependence with the same slope as seen for ν2. The observed similarities between the ν2 slopes for pPb and PbPb, as well as the similar slopes for ν2 and ν3 in PbPb, are compatible with expectations based on local charge conservation in the decay of clusters or resonances, and constitute a challenge to the hypothesis that, at LHC energies, the observed charge asymmetry dependence of ν2 in heavy ion collisions arises from a chiral magnetic wave."
['Neuroscience (all)'],"Asiaticoside but not its aglycone exhibits neuritogenicity through TrkA receptor signaling: A bridge between ERK1/2-CREB and Akt-GSK3β/RhoA  2019 Lippincott Williams and Wilkins. All rights reserved.The neuritogenicity and the neuroregenerative potential of asiaticoside (AS) and its aglycone, asiatic acid (AA), has been generally reported. We recently identified the participation of extracellular signal-regulated protein kinases 1/2 (ERK1/2) and protein kinase B (Akt) in the neuritogenic mechanism of AS and AA. In this study, we further investigated the possible upstream target molecule and the associated downstream signaling of both triterpenoids in mouse neuroblastoma Neuro-2a cells. Our immunoblotting and immunofluorescence assays revealed that either AS or AA exerted neurite extension activity through inhibitory effect on glycogen synthase kinase 3β (GSK3β) and Ras homolog gene family member A (RhoA). AS appeared significantly more potent in promoting neurite elongation than AA, and concurrently expressed a higher degree of inhibition on GSK3β and RhoA activations. The mediation of GSK3β and RhoA activities in AS-treated cells involved Akt signaling. Moreover, when using GW441756, a specific tropomyosin receptor kinase A (TrkA) receptor signaling inhibitor, the ERK1/2 and Akt phosphorylation, the inhibitory effects on GSK3β and RhoA and the neurite outgrowth induced by AS, but not AA, were totally suppressed. In conclusion, our findings supported the different upstream regulators of AS and AA in promoting neuritogenicity in Neuro-2a cells. Although both AS and AA could enhance neurite elongation through the suppression of GSK3β and RhoA activities, only AS could modulate the effect through TrkA receptor signaling."
