Labels,Title_Abstract
"['Business and International Management', 'Tourism, Leisure and Hospitality Management', 'Strategy and Management', 'Marketing']","Responding to an unprecedented shock — Elucidating how 113 DMOs changed the marketing communications on Twitter during the COVID-19 crisis  2023 Elsevier LtdThis study analysed the changes in destination marketing organisation's (DMOs) marketing communications in response to the unprecedented shock of the pandemic. A total of 250,979 tweets and 44,560 replies by 113 DMOs before and during the pandemic were carefully examined using descriptive and time series analyses, topic modelling, sentiment analysis, and principal component analysis. The findings revealed four change patterns in Twitter usage: degrade, disseminate, engage, and elevate. Topic modelling identified 19 content topics and their five trends during the pandemic: falling, rebounding, maintaining, relapsing, and rising. Additionally, the four general content strategies — emotional, functional, informational, and experiential — provided a guideline and competitive landscape for DMOs to use in planning and devising their marketing communication strategies to handle such a shock. This study effectively addresses several research gaps, including the dearth of longitudinal, cross-country, and supply-side studies on crisis communications in tourism. As such, it enriches the existing body of knowledge by taking a comprehensive look at the diverse communication executions and strategies during both regular periods and crises. In doing so, it bridges the gap between theories of crisis communications and general social media communication strategies employed by DMOs."
['Dentistry (all)'],"Calcium phosphate ceramic as a model for enamel substitute material in dental applications  2023, The Author(s).Objective: This study aimed to develop enamel substitute material using a mechanochemical technique. Materials and Methods: Hydroxyapatite was synthesized with and without tricalcium phosphate under uniaxial pressing of 10 and 17 MPa (HA10, HA17, BCP10, and BCP17), followed by sintering at 1250 °C for 2 h. Human enamel and dentin blocks were used as control groups. The mechanical properties were determined by compressive strength test and Vickers microhardness. The data were analyzed with one-way ANOVA and LSD post-hoc test (α = 0.05). The phase formation and morphology of the specimens were characterized by X-ray diffraction (XRD) and scanning electron microscopy (SEM). Results: HA17 and HA10 had compressive strength values comparable to enamel and dentin, respectively (p > 0.05). The microhardness of all synthesized groups was significantly higher than that of tooth structures (p < 0.05). From the XRD graphs, only the hydroxyapatite peak was observed in the control and HA groups. SEM images showed homogeneous hydroxyapatite grains in all groups, while the BCP groups contained higher porosities. Conclusions: Both HA10 and HA17 are suitable for use as the inorganic part of dentin and enamel substitutes."
"['Organic Chemistry', 'Polymers and Plastics', 'Materials Chemistry']","Matrices-charges of agar-alginate crosslinked microcapsules via o/w microemulsion: A non-spore forming probiotic bacteria encapsulation system for extensive viability  2023 Elsevier LtdNon-spore forming probiotic bacteria tend to diminish their activity under adverse conditions. This leads to the difficulty of delivery in animal body system as well as the feed pelleting process. The present work proposes the microcapsule networks based on polymer matrices and charges under ionic crosslink to encapsulate probiotic for an extensive stability in adverse conditions. The combination of agar (AG) and alginate (AL) is a good model to combine agar matrices and alginate charges under ionic crosslink through o/w emulsion system for probiotic incorporation. By simply mixing Lactobacillus plantarum MB001(LPMB001) with AL and AG containing few drops of soybean oil, a stable o/w microemulsion can be obtained. The addition of calcium chloride favors the ionic crosslink among AG matrices resulting in LPMB001/AG-AL microcapsules. In vitro studies indicate the survival of LPMB001 and the slow release even after treatment in adverse conditions. This microencapsulation prolongs LPMB001 viability under the heat treatment and the storage conditions and this designates the potential feed processing. The present work for the first time shows how we can combine polymer matrices and charges to protect probiotic from the adverse conditions which is simple and practical for the process of dietary supplementation."
"['Biotechnology', 'Food Science', 'Biomedical Engineering', 'Renewable Energy, Sustainability and the Environment']","Metal ion removal using a low-cost coconut shell activated carbon bioadsorbent in the recovery of lactic acid from the fermentation broth  2023, State Key Laboratory of Bioreactor Engineering, East China University of Science and Technology.Downstream recovery and purification of lactic acid from the fermentation broth using locally available, low-cost materials derived from agricultural residues was demonstrated herein. Surface modification of coconut shell activated carbon (CSAC) was performed by grafting with carboxymethyl cellulose (CMC) using citric acid (CA) as the crosslinking agent. A proper ratio of CMC and CA to CSAC and grafting time improved the surface functionalization of grafted nanostructured CMC-CSAC while the specific surface area and porosity remained unchanged. Lactic acid was partially purified (78%) with the recovery percentage of lactic acid at 96% in single-stage adsorption at room temperature and pH 6 with a 10:1 ratio of cell-free broth to CMC-CSAC bioadsorbent. A thermodynamic study revealed that the adsorption was exothermic and non-spontaneous while the Langmuir isotherm model explained the adsorption phenomena. The results in this study represented the potential of waste utilization as solid adsorbents in green and low-cost adsorption technology. Graphical Abstract: [Figure not available: see fulltext.]."
['Multidisciplinary'],"Deciphering migraine pain mechanisms through electrophysiological insights of trigeminal ganglion neurons  2023, Springer Nature Limited.Migraine is a complex neurological disorder that affects millions of people worldwide. Despite extensive research, the underlying mechanisms that drive migraine pain and related abnormal sensation symptoms, such as hyperalgesia, allodynia, hyperesthesia, and paresthesia, remain poorly understood. One of the proposed mechanisms is cortical spreading depression (CSD), which is believed to be involved in the regulation of trigeminovascular pathways by sensitizing the pain pathway. Another mechanism is serotonin depletion, which is implicated in many neurological disorders and has been shown to exacerbate CSD-evoked pain at the cortical level. However, the effects of CSD and serotonin depletion on trigeminal ganglion neurons, which play a critical role in pain signal transmission, have not been thoroughly studied. In this study, we aimed to investigate the association between CSD and serotonin depletion with peripheral sensitization processes in nociceptive small-to-medium (SM) and large (L) -sized trigeminal ganglion neurons at the electrophysiological level using rat models. We divided the rats into four groups: the control group, the CSD group, the serotonin depletion group, and the CSD/serotonin depletion group. We induced CSD by placing KCl on a burr hole and serotonin depletion by intraperitoneal injection of PCPA (para-chlorophenoxyacetic acid). We then isolated trigeminal ganglion neurons from all groups and classified them according to size. Using patch-clamp recording, we recorded the excitability parameters and action potential (AP) properties of the collected neurons. Our results showed that in SM-sized trigeminal ganglion neurons, the CSD-SM and CSD/serotonin depletion groups had a higher positive resting membrane potential (RMP) than the control-SM group (p = 0.001 and p = 0.002, respectively, post-hoc Tukey’s test). In addition, the gap between RMP and threshold in the CSD-SM group was significantly narrower than in the control-SM group (p = 0.043, post-hoc Tukey’s test). For L-sized neurons, we observed prolongation of the AP rising time, AP falling time, and AP duration in neurons affected by CSD (p < 0.05, pairwise comparison test). In conclusion, our study provides new insights into the underlying mechanisms of migraine pain and abnormal somatosensation. CSD and serotonin depletion promote the transmission of pain signals through the peripheral sensitization process of nociceptive small-to-medium-sized trigeminal ganglion neurons, as well as nociceptive and non-nociceptive large-sized trigeminal ganglion neurons."
['Dentistry (all)'],"Scale development to measure the patient perception of patient-centered care of dentists in primary care settings of Thailand: a measurement invariance test  2023, BioMed Central Ltd., part of Springer Nature.Background: Patient-centered care is essential for providing quality services thoroughly at the primary care level, but it is unclear and lacks measurement. This study aimed to develop a reliable and valid instrument to measure patient perception of patient-centered care in primary dental care in Thailand and test the measurement invariance between large and small community hospitals. Methods: The initial set of 45 items for the patient perception of Patient-Centered Care of Dentist Scale (PCCDS-P version) was developed using a mixed-method approach, which included a literature review, a content validity test, cognitive interviews, and a pre-test. A multistage sampling strategy was used to recruit dental patients or their parents or caregivers from community hospitals across Thailand. Validity was examined through exploratory factor analysis (EFA) and confirmatory factor analysis (CFA). Reliability was assessed using Cronbach's alpha coefficient and the intraclass correlation coefficient. Furthermore, a multi-group analysis was conducted to compare the responses of patients from large and small community hospitals. Results: Three hundred thirty-six and One thousand one hundred sixty-seven samples were randomized for EFA and CFA, respectively. The final PCCDS-P version consists of 7 factors with satisfactory reliability and validity and is composed of 42 items: dentist-patient relationship, disease-illness, integrated care, communication, shared information and decision-making, holistic, and empathy and anxiety management. The CFA showed the model fit was consistent with the entire sample. The metric invariance analysis showed that the factor loadings were invariant across patient groups. Overall, Cronbach's alpha coefficient and intraclass correlation coefficient were satisfactory. Conclusions: The newly developed PCCDS-P version is composed of seven domains with 42 items with good reliability and validity, and it indicated measurement invariance across patients in large and small community hospitals."
['Multidisciplinary'],"Long-term benefit of DAAs on gut dysbiosis and microbial translocation in HCV-infected patients with and without HIV coinfection  2023, Springer Nature Limited.Long-term effect of Direct-acting antivirals (DAAs) on gut microbiota, short-chain fatty acids (SCFAs) and microbial translocation in patients with hepatitis C virus (HCV) infection who achieve sustained virological response (SVR) were limited. A longitudinal study of 50 patients with HCV monoinfection and 19 patients with HCV/HIV coinfection received DAAs were conducted. Fecal specimens collected at baseline and at week 72 after treatment completion (FUw72) were analyzed for 16S rRNA sequencing and the butyryl-CoA:acetateCoA transferase (BCoAT) gene expression using real-time PCR. Plasma lipopolysaccharide binding protein (LBP) and intestinal fatty acid binding protein (I-FABP) were quantified by ELISA assays. SVR rates in mono- and coinfected patients were comparable (94% vs. 100%). The improvement of gut dysbiosis and microbial translocation was found in responders but was not in non-responders. Among responders, significant restoration of alpha-diversity, BCoAT and LBP were observed in HCV patients with low-grade fibrosis (F0–F1), while HCV/HIV patients exhibited partial improvement at FUw72. I-FABP did not decline significantly in responders. Treatment induced microbiota changes with increasing abundance of SCFAs-producing bacteria, including Blautia, Fusicatenibacter, Subdoligranulum and Bifidobacterium. In conclusion, long-term effect of DAAs impacted the restoration of gut dysbiosis and microbial translocation. However, early initiation of DAAs required for an alteration of gut microbiota, enhanced SCFAs-producing bacteria, and could reduce HCV-related complications."
"['Materials Science (all)', 'Mechanics of Materials', 'Materials Chemistry']","Methylene blue degradation under visible light of Au-DP25/PET and Cu-DP25/PET photocatalytic films, synthesized through two wet impregnation routes – An experimental and theoretical evaluation  2023 Elsevier LtdTwo wet impregnation methods (W-I and W-II) were employed to develop Cu-DP25/PET and Au-DP25/PET photocatalytic films. The W-I method based on the synthesis of M-TiO2 powders (DP25 decorated with metal) followed by the sono-deposition on PET sheets. The W-II method begins with the sono-deposition of DP25 onto PET sheets, followed by the sono-deposition of M-TiO2 solution (DP25 +Metal+H2O). Under visible light, the Cu-DP25/PET and Au-DP25/PET films via W-II exhibited superior photocatalytic activity. The photocatalytic activity was studied by analyzing the degradation of methylene blue (MB) under visible light. The materials were characterized with the employing of scanning electron microscopy with energy dispersive X-ray spectroscopy (SEM/EDX), X-ray diffraction (XRD), transmission electron microscopy (TEM), UV–vis DRS (UV–Vis) spectroscopy, and photoluminescence (PL). The interactions between catalysts/environment were studied through molecular dynamics simulation (MD) and binding energies (Ebinding). The superior photodegradation of Au-DP25/PET films towards MB was attributed to the combination of two effects: LSPR (localized surface plasmon resonance) and Au-TiO2/environment affinities. The aim of the experimental/theoretical analysis was to provide a deep understanding of the medium/surface interactions on decorated TiO2 materials and how these interactions influence the overall degradation behavior."
"['Food Science', 'Agronomy and Crop Science', 'Horticulture']","Sulfur metabolism in durian pulps: Factors contributing to the production of volatile sulfur compounds during fruit ripening  2023 Elsevier B.V.Durian (Durio zibethinus L.), an economically important fruit crop in Southeast Asia, is known for its strong sulfuryl aroma resulting from the accumulation of sulfur-containing compounds. However, our understanding of sulfur metabolism in fruit remains limited. In this study, we focused on the functional characterization of durian methionine γ-lyase (DzMGL), the key enzyme in volatile sulfur compound (VSC) production. In addition, to gain a better insight into sulfur metabolism, we profiled metabolites related to this process using various methods and assessed the expression of relevant genes through reverse transcription-quantitative PCR. Our gene and metabolite analyses revealed that sulfur metabolism is activated during ripening. Interestingly, DzMGL exhibited a higher efficiency in using L-cysteine than Arabidopsis MGL. The differential levels of the produced VSCs explained the aroma intensity-related differences between the two commercial Thai cultivars ‘Chanee’ and ‘Monthong’. Furthermore, the cysteine availability-related differences between the two cultivars could contribute to this variation, with ‘Chanee’ containing higher cysteine levels than ‘Monthong’. Our findings indicated that γ-glutamylcysteine was the preferred form of sulfur storage in durian pulps, with a potential recycling process providing intermediates that flux methionine toward ethylene biosynthesis and VSC production. This study provides novel insights into sulfur metabolism in durian fruit."
['Multidisciplinary'],"Osteogenic induction of asiatic acid derivatives in human periodontal ligament stem cells  2023, Springer Nature Limited.Asiatic acid (AA) and asiaticoside, pentacyclic triterpenoid compounds derived from Centella asiatica, are known for their biological effects in promoting type I collagen synthesis and inducing osteogenesis of stem cells. However, their applications in regenerative medicine are limited due to their low potency and poor aqueous solubility. This work aimed to evaluate the osteogenic induction activity of AA derivatives in human periodontal ligament stem cells (hPDLSCs) in vitro. Four compounds were synthesised, namely 501, 502, 503, and 506. AA was used as the control. The 502 exhibited low water solubility, while the 506 compound showed the highest. The cytotoxicity analysis demonstrated that 503 caused significant deterioration in cell viability, while other derivatives showed no harmful effect on hPDLSCs. The dimethyl aminopropyl amine derivative of AA, compound 506, demonstrated a relatively high potency in inducing osteogenic differentiation. An elevated mRNA expression of osteogenic-related genes, BMP2, WNT3A, ALP, OSX and IBSP was observed with 506. Additionally, the expression of BMP-2 protein was enhanced with increasing dose of 506, and the effect was pronounced when the Erk signalling molecule was inhibited. The 506 derivative was proposed for the promotion of osteogenic differentiation in hPDLSCs by upregulating BMP2 via the Erk signalling pathway. The 506 molecule showed promise in bone tissue regeneration."
