Labels,Title_Abstract
"['Physical and Theoretical Chemistry', 'Surfaces, Coatings and Films', 'Materials Chemistry']","In Silico Elucidation of Potent Inhibitors and Rational Drug Design against SARS-CoV-2 Papain-like Protease  2021 American Chemical SocietyGlobal public health has been a critical problem by the sudden increase of the COVID-19 outbreak. The papain-like protease (PLpro) of SARS-CoV-2 is a key promising target for antiviral drug development since it plays a pivotal role in viral replication and innate immunity. Here, we employed the all-atom molecular dynamics (MD) simulations and binding free energy calculations based on MM-PB(GB)SA and SIE methods to elucidate and compare the binding behaviors of five inhibitors derived from peptidomimetic inhibitors (VIR250 and VIR251) and naphthalene-based inhibitors (GRL-0617, compound 3, and compound Y96) against SARS-CoV-2 PLpro. The obtained results revealed that all inhibitors interacting within the PLpro active site are mostly driven by vdW interactions, and the hydrogen bond formation in residues G163 and G271 with peptidomimetics and the Q269 residue with naphthalene-based inhibitors was essential for stabilizing the protein–ligand complexes. Among the five studied inhibitors, VIR250 exhibited the most binding efficiency with SARS-CoV-2 PLpro, and thus, it was chosen for the rational drug design. Based on the computationally designed ligand–protein complexes, the replacement of aromatic rings including heteroatoms (e.g., thiazolopyridine) at the P2 and P4 sites could help to improve the inhibitor-binding efficiency. Furthermore, the hydrophobic interactions with residues at P1–P3 sites can be increased by enlarging the nonpolar moieties (e.g., ethene) at the N-terminal of VIR250. We expect that the structural data obtained will contribute to the development of new PLpro inhibitors with more inhibitory potency for COVID-19."
['Medicine (all)'],"Nutritional assessment in the HIV-infected older population receiving antiretroviral therapy Malnutrition is a pronounced public health issue which often seems underestimated in the older people living with HIV (PLWH) virus infection. PLWH are highly vulnerable to nutritional problems resulting from agingrelated deterioration, disease itself, and adverse effects of antiretroviral therapy (ART). The comprehensive nutritional assessments are necessary to perform routinely in this population to monitor and provide appropriate interventions to reduce comorbid conditions. In this review, we focus on the untoward impacts of malnutrition and nutritional assessments on the morbidity and mortality in the older PLWH. Some predictive factors of nutritional status in this group of patients are discussed. We propose the important components for nutrition assessment tool for older PLWH on ART. Highlighted issue is the need for developing uniform standardized tools for the early diagnosis of malnutrition in this population. Applications of the nutritional assessments, proper nutritional interventions, and regular monitoring of nutritional status in older PLWH liv-ing in every clinical setting may help the patients get better well-being."
"['Chemistry (all)', 'Chemical Engineering (all)', 'Industrial and Manufacturing Engineering']","Reducing Heat Duty of MEA Regeneration Using a Sulfonic Acid-Functionalized Mesoporous MCM-41 Catalyst  2021 American Chemical SocietyAmine-based CO2 capture is a promising method to limit global CO2 emissions. However, large thermal energy consumption for CO2 desorption during amine regeneration has limited large-scale worldwide applications. Here, we show that an efficient MCM-41-SO3H-0.6 catalyst presented a superior catalytic performance, decreasing the relative heat duty by one-third and enhancing the instantaneous desorption rate by up to 195% in comparison with the monoethanolamine (MEA) regeneration without catalysts. The excellent catalytic activity is related to the combination of the properties of mesopore surface area × total acid sites, and a possible catalytic mechanism is proposed for the MCM-41-SO3H catalysts. Furthermore, the experimental results in the MEA solution regeneration process were consistent with density functional theory calculations in revealing the catalytic desorption mechanism. This work demonstrated that MCM-41 functionalized with sulfonic acid group catalysts could play an essential role in the post-combustion CO2 capture technology using aqueous MEA for industrial applications."
"['Catalysis', 'Chemistry (all)', 'Biochemistry', 'Colloid and Surface Chemistry']","Lactide Lactone Chain Shuttling Copolymerization Mediated by an Aminobisphenolate Supported Aluminum Complex and Al(O iPr)3: Access to New Polylactide Based Block Copolymers  The chain shuttling ring-opening copolymerization of l-lactide with ϵ-caprolactone has been achieved using two aluminum catalysts presenting different selectivities and benzyl alcohol as chain transfer agent. A newly synthesized aminobisphenolate supported aluminum complex affords the synthesis of lactone rich poly(l-lactide-co-lactone) statistical copolymeric blocks, while Al(OiPr)3 produces semicrystalline poly(l-lactide) rich blocks. Transalkoxylation is shown to operate efficiently. The crystalline ratios and glass transition temperatures of these new classes of polylactide based block copolymers can be tuned by adjusting the catalysts and the comonomers ratio."
"['Oncology', 'Cancer Research']","Deep Learning Enables Prostate MRI Segmentation: A Large Cohort Evaluation With Inter-Rater Variability Analysis Copyright  2021 Liu, Miao, Surawech, Zheng, Nguyen, Yang, Raman and Sung.Whole-prostate gland (WPG) segmentation plays a significant role in prostate volume measurement, treatment, and biopsy planning. This study evaluated a previously developed automatic WPG segmentation, deep attentive neural network (DANN), on a large, continuous patient cohort to test its feasibility in a clinical setting. With IRB approval and HIPAA compliance, the study cohort included 3,698 3T MRI scans acquired between 2016 and 2020. In total, 335 MRI scans were used to train the model, and 3,210 and 100 were used to conduct the qualitative and quantitative evaluation of the model. In addition, the DANN-enabled prostate volume estimation was evaluated by using 50 MRI scans in comparison with manual prostate volume estimation. For qualitative evaluation, visual grading was used to evaluate the performance of WPG segmentation by two abdominal radiologists, and DANN demonstrated either acceptable or excellent performance in over 96% of the testing cohort on the WPG or each prostate sub-portion (apex, midgland, or base). Two radiologists reached a substantial agreement on WPG and midgland segmentation (κ = 0.75 and 0.63) and moderate agreement on apex and base segmentation (κ = 0.56 and 0.60). For quantitative evaluation, DANN demonstrated a dice similarity coefficient of 0.93 ± 0.02, significantly higher than other baseline methods, such as DeepLab v3+ and UNet (both p values < 0.05). For the volume measurement, 96% of the evaluation cohort achieved differences between the DANN-enabled and manual volume measurement within 95% limits of agreement. In conclusion, the study showed that the DANN achieved sufficient and consistent WPG segmentation on a large, continuous study cohort, demonstrating its great potential to serve as a tool to measure prostate volume."
"['Electronic, Optical and Magnetic Materials', 'Atomic and Molecular Physics, and Optics', 'Biomedical Engineering', 'Computer Science Applications', 'Electrical and Electronic Engineering']","The Expansion of Lignocellulose Biomass Conversion Into Bioenergy via Nanobiotechnology Copyright  2021 Sankaran, Markandan, Khoo, Cheng, Ashokkumar, Deepanraj and Show.Lignocellulosic biomass has arisen as a solution to our energy and environmental challenges because it is rich in feedstock that can be converted to biofuels. Converting lignocellulosic biomass to sugar is a complicated system involved in the bioconversion process. There are indeed a variety of techniques that have been utilized in the bioconversion process consisting of physical, chemical, and biological approaches. However, most of them have drawbacks when used on a large scale, which include the high cost of processing, the development of harmful inhibitors, and the detoxification of the inhibitors that have been produced. These constraints, taken together, hinder the effectiveness of current solutions and demand for the invention of a new, productive, cost-effective, and environmentally sustainable technique for LB processing. In this context, the approach of nanotechnology utilizing various nanomaterials and nanoparticles in treating lignocellulose biomass and bioenergy conversion has achieved increased interest and has been explored greatly in recent times. This mini review delves into the application of nanotechnological techniques in the bioconversion of lignocellulose biomass into bioenergy. This review on nanotechnological application in biomass conversion provides insights and development tools for the expansion of new sectors, resulting in excellent value and productivity, contributing to the long-term economic progress."
"['Renewable Energy, Sustainability and the Environment', 'Environmental Science (all)', 'Strategy and Management', 'Industrial and Manufacturing Engineering']","Occupational exposure to hazards and volatile organic compounds in small-scale plastic recycling plants in Thailand by integrating risk and life cycle assessment concepts  2021 Elsevier LtdPlastic waste recycling is gaining momentum as a means to promote a sustainable measure and circular economy. Most developing countries are facing significant challenges associated with recycling practices. In Thailand, 90% of the plastic recycling businesses are categorized as small-scale enterprises. There is still a dearth of research on health risk assessments associated with indoor exposure in small-scale waste recycling. This research aims to apply a holistic approach of integrated health risk and life cycle assessment concepts in investigating occupational exposure to all potential hazards in small-scale polyethylene (PE) and polypropylene (PP) recycling plants in Thailand. The results indicated that all exposure levels of heat stress in wet bulb globe temperature in the melting/extrusion stage exceeded the Thai and global Occupational safety and health (OSH) threshold limits for workers with heavy workloads. For workers’ exposure to volatile organic compounds (VOCs), the average total VOCs concentrations emitted from PP and PE recycling were 1625 μg/m3 and 1190 μg/m3, respectively. Hexane and toluene were remarkably found in the extrusion process. The non-cancer hazard quotients (HQs) and hazard indices (HIs) were higher in PP than in PE. The adverse non-cancer risks were concerned in plants that recycle only PP wastes at full capacity (100%) loaded operation (HQs and HIs >1). Recycling facility concentrating more on PE recycling tends to reduce risk to workers. By integrating the revised one box model into the life cycle impact assessment, the results demonstrate that the health impact from indoor VOCs exposure due to the production of 1 kg of recycled PP or PE resin was significantly greatest. Workers in the extrusion process were considered at higher risk of exposure to VOCs and heat. This research makes important contributions to the literature by providing insights into environmental health management and implications for cleaner production in plastic waste recycling. The promotion of effective engineering controls and development of collaborative circular business models in plastic waste recycling sector were highly recommended to increase resource efficiency and promote sustainable production patterns."
"['Environmental Engineering', 'Environmental Chemistry', 'Waste Management and Disposal', 'Pollution']","Organic carbon stock and composition in 3.5-m core mangrove soils (Trat, Thailand)  2021 Elsevier B.V.Mangroves are increasingly recognized as an important component of regional and global carbon cycles especially for their high carbon storage capacity. Global estimation of mangrove soil organic carbon (SOC) storage requires detailed regional studies, but estimates of SOC data in deep soils are currently missing in many countries. Furthermore, little is explored on the molecular composition of mangrove SOC. Here, we assessed the SOC stock in a Trat mangrove forest (Thailand) by collecting deep soils (3.5 m) and analyzed the SOC composition for better understanding its potential sources and influencing factors. The Trat mangrove forest had four times higher SOC stock than has been considered for Thai mangrove forests, with the per-area SOC stock of nearly 1000 Mg C ha–1 which rivals that of Indo-Pacific mangrove forests. The SOC composition analyzed by C/N ratios and spectroscopic techniques differed by tree species and depth. Compositional data principal component analysis revealed that a biological factor (root abundance) had stronger influences than the soil texture (sand versus clay) on the abundance and composition of mangrove SOC. Although surface soil (~1 m) C density was largely controlled by the recent vegetation, deep soil C density reflected other historical processes. This study contributed to a refined estimate of Thailand mangrove SOC stock and revealed that factors influencing SOC abundance and composition differ by tree species and depth."
"['Pharmacology', 'Biological Psychiatry']","Shared metabolic and neuroimmune mechanisms underlying Type 2 Diabetes Mellitus and Major Depressive Disorder  2021 Elsevier Inc.Type 2 Diabetes Mellitus (T2DM) is a chronic metabolic disease with symptoms that go beyond the domain of glucose metabolism. In fact, research has shown that T2DM is accompanied by neurodegeneration and neuroinflammation. Interestingly, Major Depressive Disorder (MDD), a mood disorder characterized mainly by depressed mood and anhedonia is a key feature of T2DM. A body of evidence demonstrates that there are many shared neuroimmune mechanisms underlying the pathophysiology of T2DM and MDD. Therefore, here we review the state-of-art regarding the underlying factors common to both T2DM and MDD. Furthermore, we briefly discuss how depressive symptoms in diabetic patients could be tackled by using novel therapeutic approaches uncovered by these shared mechanisms. Understanding the comorbidity of depression in diabetic patients is essential to fully address T2DM pathophysiology and treatment."
"['Pharmacology', 'Biological Psychiatry']","Translational evidence for the Inflammatory Response System (IRS)/Compensatory Immune Response System (CIRS) and neuroprogression theory of major depression  2021 Elsevier Inc.Major depressive disorder (MDD) is a common, severe and disabling neuropsychiatric disorder with a heterogenous etiology. Among the most widely recognized etiological models, immunopathogenesis is a predominant one. Numerous studies have demonstrated aberrant levels of inflammatory markers in the peripheral blood, cerebrospinal fluid (CSF) and brain of patients with MDD. Multiple studies including meta-analyses have reported increased peripheral levels of acute phase proteins, and pro-inflammatory cytokines, particularly IL-1β, TNF-α, and IL-6 in MDD. Postmortem brain studies similarly demonstrated upregulated expressions of these pro-inflammatory cytokines. This along with evidence of monocytic, lymphocytic and microglial activation, suggest an activated inflammatory response system (IRS) in MDD. A few studies show increased levels of anti-inflammatory cytokines or defective inflammatory pathways and a deficit in T cell maturation and responses in MDD patients. This suggests the presence of a Compensatory Immune Response System (CIRS), which can counterbalance the effects of IRS in major depression. More recently, simultaneously increased levels of both the pro-and anti-inflammatory cytokines are reported in the brain of MDD patients; this indicates activity of both the IRS and CIRS in MDD. The IRS and CIRS are the evolutionarily conserved and integral elements of an overarching system. The relevance of a dysregulated IRS-CIRS system in the neurobiological construct of MDD is just beginning to be understood. Speculation is rife that the disrupted IRS-CIRS elements might determine the onset, episodes, neuroprogressive processes, treatment response as well as recovery of patients with MDD. Notably, the signatures of an activated IRS-CIRS might emerge as potential biomarkers of MDD. Herein, an attempt has been made to highlight the biology and pathobiological relevance of IRS-CIRS activation in MDD and provide an insight into the role of these components in pharmacological therapy."
"['History', 'Literature and Literary Theory', 'Religious Studies', 'History and Philosophy of Science', 'Development', 'Anthropology', 'Cultural Studies']","The Development of Architectural Education in Thailand under the ASEAN Community  2021, Khon Kaen University. All rights reserved.This article explores the development of architectural education in Thailand under the framework of the ASEAN Community. A Mutual Recognition Agreement on Architectural Services was established which defines qualifications for courses, studies, and experience for ASEAN architects. The article has the following objectives: 1) to study the influence of current situations on the negotiation of ASEAN countries regarding architectural education; 2) to compare the architectural education programs of ASEAN countries; and 3) to present guidelines and recommendations for developing architectural education in Thailand. The research was conducted through a literature review, in-depth interviews, and focus group discussions. The study revealed differences between the programs in ASEAN countries that obstruct negotiations on architectural education from reaching the targeted goals. The major issues are the following: 1) the absence of a specific body with clear responsibility and authority regarding architectural education requirements among ASEAN members; 2) the differences among the member nations in the qualifications required for graduates; 3) the differences in occupational experience required for a professional license; and 4) the different systems used in applying for a professional license. The article concludes with the following recommendations: 1) it may not be necessary to specifically determine the terms of education, but instead, more emphasis should be placed on professional training; 2) architectural-related organizations of Thailand should work together to create solid policies; and 3) a single, unified accreditation body should be created to determine the guidelines for certifying degrees and quality of curricula in architecture."
['Veterinary (all)'],"Liver- and Spleen-Specific Immune Responses in Experimental Leishmania martiniquensis Infection in BALB/c Mice Copyright  2021 Sukhumavasi, Kaewamatawong, Somboonpoonpol, Jiratanh, Wattanamethanont, Kaewthamasorn, Leelayoova and Tiwananthagorn.Leishmania martiniquensis is a neglected cause of an emerging leishmaniasis in many countries, including France, Germany, Switzerland, the United States of America, Myanmar, and Thailand, with different clinical manifestations ranging from asymptomatic, cutaneous (CL), visceral (VL), and atypically disseminated CL and VL. The persistence of parasites and the recurrence of the disease after treatment are challenges in controlling the disease. To explore efficient prophylaxis and therapy, this study aimed to investigate infection outcome and organ-specific immune responses after inoculation with L. martiniquensis (MHOM/TH/2011/PG; 5 x 106 promastigotes) in BALB/c mice via intravenous and intraperitoneal routes. A quantitative PCR technique, targeting L. martiniquensis ITS1, was primarily established to estimate the parasite burden. We found that the infection in the liver resolved; however, persistent infection was observed in the spleen. Histopathology with Leishmania-specific immunostaining revealed efficient hepatic granuloma formation, while splenic disorganization with parasitized macrophages at different locations was demonstrated. The mRNA expression of Th1 cytokines (IFN-γ, TNF-α, IL-12p40) and iNOS in the liver and spleen was upregulated. In addition, high expression of IL-10 was observed in the spleen in the chronic phase, revealing a significant moderate correlation with the parasite persistence [r(12) = 0.72, P = 0.009]. Further clarification of the mechanisms of persistent infection and experimental infection in immunosuppressed murine models are warranted."
['Medicine (all)'],"Intermittent Fasting and Obesity-Related Health Outcomes: An Umbrella Review of Meta-analyses of Randomized Clinical Trials  2021 Patikorn C et al.Importance: Several meta-analyses of randomized clinical trials (RCTs) have demonstrated the many health benefits of intermittent fasting (IF). However, there has been little synthesis of the strength and quality of this evidence in aggregate to date. Objective: To grade the evidence from published meta-analyses of RCTs that assessed the associations of IF (zero-calorie alternate-day fasting, modified alternate-day fasting, the 5:2 diet, and time-restricted eating) with obesity-related health outcomes. Evidence Review: PubMed, Embase, and Cochrane database of systematic reviews were searched from database inception to January 12, 2021. Data analysis was conducted from April 2021 through July 2021. Meta-analyses of RCTs investigating effects of IF in adults were included. The effect sizes of IF were recalculated using a random-effects model. We assessed the quality of evidence per association by applying the GRADE criteria (Grading of Recommendations, Assessment, Development, and Evaluations) as high, moderate, low, and very low. Findings: A total of 11 meta-analyses comprising 130 RCTs (median [IQR] sample size, 38 [24-69] participants; median [IQR] follow-up period, 3 [2-5] months) were included describing 104 unique associations of different types of IF with obesity-related health outcomes (median [IQR] studies per association, 4 [3-5]). There were 28 statistically significant associations (27%) that demonstrated the beneficial outcomes for body mass index, body weight, fat mass, low-density lipoprotein cholesterol, total cholesterol, triglycerides, fasting plasma glucose, fasting insulin, homeostatic model assessment of insulin resistance, and blood pressure. IF was found to be associated with reduced fat-free mass. One significant association (1%) supported by high-quality evidence was modified alternate-day fasting for 1 to 2 months, which was associated with moderate reduction in body mass index in healthy adults and adults with overweight, obesity, or nonalcoholic fatty liver disease compared with regular diet. Six associations (6%) were supported by moderate quality evidence. The remaining associations found to be significant were supported by very low (75 associations [72%]) to low (22 associations [21%]) quality evidence. Conclusions and Relevance: In this umbrella review, we found beneficial associations of IF with anthropometric and cardiometabolic outcomes supported by moderate to high quality of evidence, which supports the role of IF, especially modified alternate-day fasting, as a weight loss approach for adults with overweight or obesity. More clinical trials with long-term follow-up are needed to investigate the effects of IF on clinical outcomes such as cardiovascular events and mortality."
"['Geophysics', 'Earth and Planetary Sciences (all)']","Tropical Pacific Forcing of Hydroclimate in the Source Area of the Yellow River  2021. American Geophysical Union. All Rights Reserved.The source area of the Yellow River (SAYR) contributes over one third of the basin discharge and bears disproportionate significance to water conservation in China. Hydroclimate changes in the SAYR, therefore, have potential far-reaching socioeconomic consequences. However, the major drivers of the SAYR hydroclimate remain poorly understood, largely due to limited hydroclimatic records. Here, we analyzed the organic, carbonate contents and stable isotopes of 14C-dated sediments from Ngoring Lake to reconstruct regional hydroclimate spanning the last ∼2,000 years. The results suggest that the SAYR experienced a near-millennium-long drying trend since the Medieval Warm Period, regardless of temperature changes and meltwater inputs. This trend, coherent with hydroclimate records from north China, is likely forced by a reduction in tropical Pacific zonal sea surface temperature gradient. Furthermore, our records have significant implications for other parts of the Tibetan Plateau that will likely develop similar hydroclimate conditions to the SAYR in the future."
