Labels,Title_Abstract
"['Infectious Diseases', 'Virology']","Evolutionary and Genetic Recombination Analyses of Coxsackievirus A6 Variants Associated with Hand, Foot, and Mouth Disease Outbreaks in Thailand between 2019 and 2022 Coxsackievirus (CV)-A6 infections cause hand, foot, and mouth disease (HFMD) in children and adults. Despite the serious public health threat presented by CV-A6 infections, our understanding of the mechanisms by which new CV-A6 strains emerge remains limited. This study investigated the molecular epidemiological trends, evolutionary dynamics, and recombination characteristics of CV-A6-associated HFMD in Thailand between 2019 and 2022. In the HFMD patient samples collected during the 4-year study period, we identified enterovirus (EV) RNA in 368 samples (48.7%), of which CV-A6 (23.7%) was the predominant genotype, followed by CV-A4 (6%), EV-A71 (3.7%), and CV-A16 (3.4%). According to the partial viral protein (VP) 1 sequences, all these CV-A6 strains belonged to the D3 clade. Based on the viral-RNA-dependent RNA polymerase (RdRp) gene, four recombinant forms (RFs), RF-A (147, 84.5%), RF-N (11, 6.3%), RF-H (1, 0.6%), and newly RF-Y (15, 8.6%), were identified throughout the study period. Results from the similarity plot and bootscan analyses revealed that the 3D polymerase (3Dpol) region of the D3/RF-Y subclade consists of sequences highly similar to CV-A10. We envisage that the epidemiological and evolutionarily insights presented in this manuscript will contribute to the development of vaccines to prevent the spread of CV-A6 infection."
"['Materials Science (all)', 'Engineering (all)', 'Physics and Astronomy (all)']","Designing a Built-In Electric Field for Efficient Energy Electrocatalysis  2022 Authors. All rights reserved.To utilize intermittent renewable energy as well as achieve the goals of peak carbon dioxide emissions and carbon neutrality, various electrocatalytic devices have been developed. However, the electrocatalytic reactions, e.g., hydrogen evolution reaction/oxygen evolution reaction in overall water splitting, polysulfide conversion in lithium-sulfur batteries, formation/decomposition of lithium peroxide in lithium-oxygen batteries, and nitrate reduction reaction to degrade sewage, suffer from sluggish kinetics caused by multielectron transfer processes. Owing to the merits of accelerated charge transport, optimized adsorption/desorption of intermediates, raised conductivity, regulation of the reaction microenvironment, as well as ease to combine with geometric characteristics, the built-in electric field (BIEF) is expected to overcome the above problems. Here, we give a Review about the very recent progress of BIEF for efficient energy electrocatalysis. First, the construction strategies and the characterization methods (qualitative and quantitative analysis) of BIEF are summarized. Then, the up-To-date overviews of BIEF engineering in electrocatalysis, with attention on the electron structure optimization and reaction microenvironment modulation, are analyzed and discussed in detail. In the end, the challenges and perspectives of BIEF engineering are proposed. This Review gives a deep understanding on the design of electrocatalysts with BIEF for next-generation energy storage and electrocatalytic devices."
"['Neurology (clinical)', 'Psychiatry and Mental Health']","A pathway phenotype linking metabolic, immune, oxidative, and opioid pathways with comorbid depression, atherosclerosis, and unstable angina  The Author(s), 2021. Published by Cambridge University Press.Background. There is strong comorbidity between atherosclerosis (ATS) and depression which is attributed to increased atherogenicity, insulin resistance (IR), and immune and oxidative stress. Aim of the study. To examine the role of the above pathways and mu-opioid receptor (MOR), β-endorphin levels, zinc, copper, vitamin D3, calcium, and magnesium in depression due to ATS/unstable angina (UA). Methods. Biomarkers were assayed in 58 controls and 120 ATS patients divided into those with moderate and severe depression according to the Beck Depression Inventory-II (BDI-II) scores >19 and >29, respectively. Results. Neural network and logistic regression models showed that severe depression due to ATS/UA was best predicted by interleukin-6 (IL-6), UA, MOR, zinc, β-endorphin, calcium and magnesium, and that moderate depression was associated with IL-6, zinc, MOR, β-endorphin, UA, atherogenicity, IR, and calcium. Neural networks yielded a significant discrimination of severe and moderate depression with an area under the receiver operating curves of 0.831 and 0.931, respectively. Using Partial Least Squares path analysis, we found that 66.2% of the variance in a latent vector extracted from ATS/UA clinical features, and the BDI-II scores, atherogenicity, and IR could be explained by the regression on IL-6, IL-10, zinc, copper, calcium, MOR, and age. The BDI-II scores increased from controls to ATS to UA class III to UA class IV. Conclusions. Immune activation, the endogenous opioid system, antioxidants, trace elements, and macrominerals modulate a common core shared by increased depressive symptoms, ATS, UA, atherogenicity, and IR."
['Veterinary (all)'],"Curcuminoid supplementation in canine diabetic mellitus and its complications using proteomic analysis Copyright  2022 Suemanotham, Photcharatinnakorn, Chantong, Buranasinsup, Phochantachinda, Sakcamduang, Reamtong, Thiangtrongjit and Chatchaisak.Introduction: Inflammation and oxidative stress contribute to diabetes pathogenesis and consequences. Therapeutic approaches for canine diabetes remain a challenge. Curcumin has anti-inflammatory and anti-oxidative effects and is beneficial for humans with diabetes mellitus (DM); however, data on its impact on canine diabetes is limited. This study aimed to evaluate the potential for causing adverse effects, anti-inflammatory effects, anti-oxidative effects and proteomic patterns of curcuminoid supplementation on canine DM. Methods: Altogether, 18 dogs were divided into two groups: DM (n = 6) and healthy (n = 12). Curcuminoid 250 mg was given to the DM group orally daily for 180 days. Blood and urine sample collection for hematological parameters, blood biochemistry, urinalysis, oxidative stress parameters, inflammatory markers and proteomics were performed every 6 weeks. Results and discussion: Curcuminoid supplementation with standard therapy significantly decreased oxidative stress with the increased glutathione/oxidized glutathione ratio, but cytokine levels were unaffected. According to the proteomic analysis, curcuminoid altered the expression of alpha-2-HS-glycoprotein, transthyretin, apolipoprotein A-I and apolipoprotein A-IV, suggesting that curcuminoid improves insulin sensitivity and reduces cardiovascular complications. No negative impact on clinical symptoms, kidneys or liver markers was identified. This study proposed that curcuminoids might be used as a targeted antioxidant strategy as an adjunctive treatment to minimize diabetes complications in dogs."
"['Social Sciences (miscellaneous)', 'Sociology and Political Science']","ONLINE VIDEO GAME INFLUENCER'S CREDIBILITY AND PURCHASE INTENTIONVjerodostojnost online influencera videoigara i namjera kupnje  2022, Institute of Social Sciences Ivo Pilar. All rights reserved.In the last few years, and especially during the COVID-19 pandemic, the majority of everyday activities were shifted online. Therefore, marketing strategies had to adapt to this shift. This led to the development of new forms of marketing, including influencer marketing. Although credibility is often theorised as the reason why the audience prefers to follow influencers over celebrities, empirical evidence is mixed and unrelated to the gaming industry. Therefore, our aim in this study was to test if source credibility (and its three elements: attractiveness, trustworthiness, and expertise) predicts video games purchase intentions, as well as to check if the model misspecifications caused by ignored links of causality led to inconsistent conclusions in earlier studies. The results based on an international sample of PewDiePie's followers (N = 238) have confirmed both ideas: source credibility predicts purchase intentions and model misspecifications of source credibility could have led to inaccurate estimates in earlier studies."
"['Geography, Planning and Development', 'Development', 'Political Science and International Relations']","Sending Money Back Home: Banking Digitalization, Myanmar Migrant Workers, and the Thailand-Myanmar Border Trade  Center for Southeast Asian Studies, Kyoto University.In 2021 Thailand’s Ministry of Labour reported that approximately 2.4 million migrant workers had been permitted to work in Thailand, with two-thirds arriving from Myanmar (Samnak Borihan Raeng Ngan Tang Dao Krom Karn Jad Ha Ngan 2021). For decades, this large number of migrant workers from Myanmar has benefited the Thailand-Myanmar border trade, both directly and indirectly, including the remittances that Burmese migrant workers send to their families back home. This paper studies how the economic activities revolving around border trade developed. It describes how informal remittances from Myanmar migrant workers have become one of the key elements of the massive illicit border trade and intro-duces the possibility of digital technology replacing traditional informal remittance methods. The data presented here was collected by way of semi-structured interviews with 32 Burmese migrant workers living and working in Samutsakorn Province, nine Thai border traders in Mae Sot, officials, and a Thai financial technology company operating in Myanmar. The interviews revealed that most of the migrant workers had experience using mobile banking and financial applications, they were familiar with the technology, and they were aware of its capacity as an alternative method of sending money back home. However, many still preferred to use informal banking as it benefited them the most. The border traders interviewed for this paper further confirmed that there was still no threat of consequences for payment offsetting. Therefore, the digitalization of banking strengthens the informal banking system as it both hastens and improves the processes of money distribution."
['Earth and Planetary Sciences (all)'],"Geochemical characteristics of shale gas formation and the potential for carbon storage in Thailand: An example from the Triassic Huai Hin Lat Formation Copyright  2022 Chenrai, Assawincharoenkij, Jitmahantakul and Chaiseanwang.An evaluation of the potential shale gas play and geological carbon dioxide (CO2) storage from the Triassic Huai Hin Lat Formation in Thailand was performed based on field observations and mineralogical and geochemical data. This study was mainly focused on mudstone samples in some parts of the Huai Hin Lat Formation. The samples can be divided into three groups based on their mineral compositions as follows: coaly mudstone, carbonate-siliceous mudstone, and carbonate mudstone. The brittleness index based on their mineral compositions indicates that the samples show ultra-high carbonate and quartz contents, which suggests a good hydraulic fracture candidate. Total organic carbon and extractable organic matter of the samples represents poor to excellent generation potential for hydrocarbon source rock with type III kerogen. The depositional environment shows that the Huai Hin Lat Formation occurs in anoxic to suboxic conditions in an aquatic depositional environment. The formation is suitable for geological CO2 storage, which may reduce CO2 during petroleum production and increase the production rate. Consequently, results from this study are useful for unconventional shale reservoir exploration and carbon storage technology in Thailand and adjacent countries."
"['Renewable Energy, Sustainability and the Environment', 'Environmental Science (all)', 'Strategy and Management', 'Industrial and Manufacturing Engineering']","Municipal solid waste sanitary and open landfills: Contrasting sources of microplastics and its fate in their respective treatment systems  2022 Elsevier LtdRecently, research studies in identifying microplastics (MPs) from various environment has become a notable work, in the view of MPs as emerging pollutants as well as due to many undiscovered high-level impacts to both the environment and living beings. Out of many other sources, municipal solid waste land disposal methods, both controlled landfills and open dumping are observed to be one of the major sources of MPs origination as the predominant quantity of plastic wastes generated is being discarded in those methods. In this study, quantification, and characterization of MPs from the leachate generated from two different solid waste disposal methods and in their respective individual treatment systems were identified. From the studies, 20 different polymer types were spotted with the concentrations in the fresh leachate as 8.80 MPs/L and 9.93 MPs/L in the controlled landfill and open dumping, respectively. The fibers, films, and fragments are found to be the predominant polymer shapes in both the discarding process. Polypropylene and Polyethylene are the main prevailing polymer type in the controlled landfill, whereas polyethylene and polystyrene are in open dumping leachate samples. In addition, the analysis of the treatment system reveals that the ongoing units can remove the MPs from the leachate to some extent. For example, it removed ∼57.1% of MPs from landfill leachate using biological treatment combined with disinfection. Whereas ∼75.2% from the aerated lagoon and membrane treatment for leachate from the open dumping. More fibers with varying polymer types were identified from the effluent of membrane treatment, which is due to the membrane used. Finally, 37 MPs/g from dewatered sludge and ∼500 MPs/L of return sludge indicate the possibility of MPs that can reenter the biological system allowing an increase in the MPs abundance in the biological unit."
"['Software', 'Human-Computer Interaction', 'Computer Vision and Pattern Recognition', 'Computer Networks and Communications']","Heuristic-Based Usability Evaluation Tool for Android Applications for Senior Citizens  2022 ACM.Heuristic evaluation is a method for evaluating the usability of user interface design. Evaluators inspect the user interface on each screen and compare it with usability design guidelines or heuristics whether there are any design violations. However, there may be many usability design guidelines and many screens to inspect, so design violations may be overlooked and not be detected accurately and completely regarding usability design guidelines. This research collects and improves the design guidelines for senior citizens to provide specific usability design guidelines for mobile applications for the seniors. The resulting guidelines are divided into 12 categories, with a total of 78 guidelines. Also, a usability evaluation tool has been developed for inspection of Android Applications source code based on 19 guidelines that can be automatically evaluated. In an experiment to evaluate usability of three Android Applications for the seniors against the 19 guidelines that can be automatically evaluated, it is found that the usability evaluation tool can identify design violations that are missed by the evaluators. Also, there are a small number of design violations that are missed by the tool due to the limitation of its source code inspection. In an experiment to evaluate time efficiency, it is found that the tool can help reduce evaluation time."
"['Analytical Chemistry', 'Chemical Engineering (all)', 'Engineering (all)']","Simultaneous colorimetric detection of nephrolithiasis biomarkers using a microfluidic paper-based analytical device  2023 The Royal Society of Chemistry.A microfluidic paper-based analytical device (μPAD) coupled with colorimetric detection was developed for simultaneous determination of urinary oxalate, citrate and uric acid (UA) which are important biomarkers of nephrolithiasis or kidney stones. The colorimetric detections were based on enzymatic reactions using oxalate oxidase and uricase for oxalate and UA, respectively, while an indicator displacement assay (IDA) using a copper murexide complex was applied for citrate detection. The developed μPAD was successfully applied for simultaneous determination of the three biomarkers in urine within 25 min, with linear ranges of 2-40, 5-150, and 5-45 mg L−1 and detection limits of 0.6, 2.9 and 3.1 mg L−1 for oxalate, UA, and citrate, respectively. The values of the percent relative standard deviation (% RSD) were lower than 6.4% for inter-day and intraday measurements of oxalate, citrate and UA standards spiked in urine samples with recovery percentages in the range of 81.0-109.8%, indicating acceptable accuracy and precision of the developed method for determination of the three biomarkers in urine samples. Accordingly, the developed μPAD holds great promise to be a simple, fast, inexpensive, low-sample and reagent volume, reliable and portable tool for simultaneous determination of oxalate, citrate and UA in urine, especially for on-site analysis."
"['Renewable Energy, Sustainability and the Environment', 'Fuel Technology', 'Condensed Matter Physics', 'Energy Engineering and Power Technology']","Effect of CoMo metal loading on H2 and CNTs production from biogas by integrative process  2022 Hydrogen Energy Publications LLCEffect of CoMo metal loading to MgO (1, 5, 30 and 50 wt%) on conversion of biogas by an integrative process was investigated at 900 °C under atmospheric pressure. The integrative process combines the direct methanation of CO2 in biogas and the CH4 decomposition to upgrade biogas to CH4 and decompose to hydrogen and carbon nanotubes. Methane dissociative reaction is governed by the concentration of active metals on the catalyst surface, while DRM reaction is suppressed. The 30 wt%CoMo catalyst shows the optimal loading for production of high-purity H2 (>90v/v%) and high yield of MWCNTs (2.33 gCNT/gCat-h) with 100%CO2 conversion and 95%CH4 conversion. Meanwhile, 1 wt%CoMo catalyst provided the single-walled CNTs with diameter of 2.5 nm, high surface area of 165 m2/g and high graphitization of IG/ID = 6.14."
"['Renewable Energy, Sustainability and the Environment', 'Fuel Technology', 'Condensed Matter Physics', 'Energy Engineering and Power Technology']","Synthesis of NiO/MgO/ZrO2 catalyst for syngas production from partial oxidation and dry reforming of biogas  2022 Hydrogen Energy Publications LLCThis work focuses on a facile NiO/MgO/ZrO2 synthesis protocol for syngas production via partial oxidation and dry reforming of biogas. Herein, performance of the developed catalysts with different amounts of MgO (0–40 %wt. of support) and NiO (10–50 %wt.) on %CH4 conversion, %CO2 conversion, H2/CO ratio, and carbon formation are studied. The results reveal the presence of monoclinic ZrO2 and tetragonal ZrO2 phases with 50%NiO/ZrO2 catalyst synthesized by surface modification technique using carbon derived from urea. Addition of MgO in the catalyst shows ability to stabilize tetragonal ZrO2 phase as well as enhance basic surface of the catalyst. These properties render the adsorption of CO2 molecules on the surface, which subsequently are reduced by carbon, leading to CO production. Appropriated amount of NiO and MgO, which is 30 %wt. NiO and 20 %wt. MgO (relative to ZrO2) can produce syngas having quality (H2/CO molar ratio) of ca. 2."
"['Neurology', 'Neurology (clinical)']","Nuclear imaging for localization and surgical outcome prediction in epilepsy: A review of latest discoveries and future perspectives Copyright  2022 Sukprakun and Tepmongkol.Background: Epilepsy is one of the most common neurological disorders. Approximately, one-third of patients with epilepsy have seizures refractory to antiepileptic drugs and further require surgical removal of the epileptogenic region. In the last decade, there have been many recent developments in radiopharmaceuticals, novel image analysis techniques, and new software for an epileptogenic zone (EZ) localization. Objectives: Recently, we provided the latest discoveries, current challenges, and future perspectives in the field of positron emission tomography (PET) and single-photon emission computed tomography (SPECT) in epilepsy. Methods: We searched for relevant articles published in MEDLINE and CENTRAL from July 2012 to July 2022. A systematic literature review based on the Preferred Reporting Items for Systematic Reviews and Meta-Analysis was conducted using the keywords “Epilepsy” and “PET or SPECT.” We included both prospective and retrospective studies. Studies with preclinical subjects or not focusing on EZ localization or surgical outcome prediction using recently developed PET radiopharmaceuticals, novel image analysis techniques, and new software were excluded from the review. The remaining 162 articles were reviewed. Results: We first present recent findings and developments in PET radiopharmaceuticals. Second, we present novel image analysis techniques and new software in the last decade for EZ localization. Finally, we summarize the overall findings and discuss future perspectives in the field of PET and SPECT in epilepsy. Conclusion: Combining new radiopharmaceutical development, new indications, new techniques, and software improves EZ localization and provides a better understanding of epilepsy. These have proven not to only predict prognosis but also to improve the outcome of epilepsy surgery."
